agbeli	cassava	noun				plantain and cassava
agbenyuie	virtue	noun			agbevlo klpe agbenyuie	vice and virtue
agbenɔnɔ	lifestyle	noun			agbenɔnɔ lame se tɔe	an active lifestyle
agbenɔnɔ	behaviour	noun			agbenɔnɔ dewuidewui	normal behaviour
agbevlonɔnɔ	vice	noun			agbevlonɔnɔ kple agbenɔnɔnyui	vice and virtue
agbeƒodi	habit	noun			agbeƒodi nɔnɔ	bad habit
agble	farm	noun			kokoo agble	cocoa farm
agbledela	farmer	noun			agbledela ɛ nyɛ	she is a farmer
agblɔvu	talking drum	noun			agblɔvu ene	four talking drums
agbɔsɔme	total	adjective			aga ƒe agbɔsɔsɔme	the total amount
agbɔsɔsɔme	quantity	noun			nududu ƒe agbɔsɔsɔme	quantity of the food
agbɔsɔsɔme	together	adverb			woyi le agbɔsɔsɔme	they went together
Agege	Nigeria	noun		A country in Africa	yi de Agege	go to Nigeria
agoo	hello	exclamation			agoo nawo	hello sir
agɔŋ	argon	science			agɔŋ (Ar) wɔ wuiasiake le prutɔŋ me	argon (Ar) has 18 protons
agutɔ	bat	noun			agutɔ etɔ	three bats
aƔakpe	warhorn	noun			ku aƔakpe la	blow the warhorn
aƔala	wing	noun			hɔnoe ƒe aƔala	a dove has wings
aha	wine	noun			mie le aha vivi nom	we are drinking sweet wine
aha	beer	noun			mie le aha nom	we are drinking beer
aha	whine	verb			dzudzɔ  aha nono	stop whining
aha	liquor	noun			kɔ aha la	pour a little liquor
ahaa	wine	noun			mie le ahaa vivi nom	we are drinking sweet wine
ahamanya	parable	noun			yesu ƒe ahamanye	the parables of Jesus
ahamumu	drunkenness	noun			ahamumu nye nu veve	drunkenness and pain
ahanoxe	drunkard	noun			e nye ahanoxe	he is a drunkard
ahanoŋkɔ	appellation	noun			yiɔ eƒe ahanoŋkɔ	proclaim her appellations
ahh	ouch	exclamation			ahh! e vem	Ouch! It hurts
ahiavi	concubine	noun			nye ahiavie nye yaa	Yaa is my concubine
ahliha	centipede	noun			kpɔ ahliha da	look at the centipede
ahlɔe	deer	noun			dzata lɔa ahlɔe ƒe la	a lion likes deer meat
aho	widower	noun			ɛ nyɛ ahosi	he is a widower
aho	widowhood	noun			aho kpui	a short widowhood
ahomu	wave	noun			ahomu la tɔtɔm	the waves are breaking
ahomu	storm	noun			ahomu kple dzidegbe	storm with thunder
ahosi	widow	noun			ahosie wo nye	she is a widow
ahɔ	scorpion	noun			ahɔ yibɔ	a black scorpion
ahu	snow	noun			ahu dza de etoa dzi	there is snow on the mountain
ahuxɔe	mirror	noun			ahuxɔe ga	big mirror
aka	charcoal	noun			aka kotoku	sack of charcoal
akaga	vulture	noun			akaga nye Ɣevi	a vulture is a bird
akametsi	pioneer	noun			woa wo nye akametsiawo	they are pioneers
akatame	verandah	noun			mi na mia yi de akapame	let's go to the verandah
ake	again	adverb			ga kpɔda ake	see her again
akota	chest	noun			akota fu	chest hair
akoŋta	mathematics	noun			ɛ fia akoŋta	she teaches mathematics
akɔfati	paddle	noun			tɔdzivu kple akɔfati	canoe and paddle
akɔlɔe	doze	verb			akɔlɔe dɔm	you are dozing
akɔta	shoulder	noun			tsitre de nye akɔta	stand on my shoulders
akɔŋta	budget	noun			ƒe sia me ƒe akɔŋta	this year's budget
akɔɖu	banana	noun			kese lɔ akɔɖu	a monkey likes bananas
akɔɖu	banana	noun				a monkey likes bananas
akpa	page	noun			vu akpa blave vɔ eve	open page twenty-two
akpa	part	noun			akpa etɔ eyae le agbalea si	the book has three parts
akpa	version	noun			akpa kae?	which version?
akpa	fish	verb			mi yi mia le akpa	let's go and fish
akpa	fish	noun			akpa tɔtɔe	fried fish
akpa	fish	noun				fried fish
akpa	chapter	noun			akpa wuieve	chapter 12
akpa tɔtɔe	fried-fish	noun			me le akpa tɔtɔe dum	I am eating fried-fish
akpakpaluʋi	butterfly	noun			akpakpaluʋi nyo	a butterfly is beautiful
akpalenu	fish-hook	noun			akpalenu eve	two fish-hooks
akpasese	aggression	noun			akpasese va suagbɔ	too much aggression
akpasese	force	noun			e xɔe akpasesetɔe	he took it by force
akpavia	crow	noun			akpavia yibɔ	a black crow
akpe	thanks	noun			akpe na Mawu	thanks be to God
akpe	thanks	exclamation			mandela akpe	Thanks Mandela!
akpe	thank	verb			fofo me da akpe na wo	to thank your Father
akpe	congratulations	noun			woe wodɔ akpe	congratulations and well done
akpe nawo	thank you	exclamation			akpe nawo gede	thank you very much
akpedada	compensation	noun			ne woe woakpedada la	have you received your compensation?
akpedada	service	noun			akpedada	thanksgiving service
akpete	bag	noun				look at the bag
akpeɖaɖa	thanksgiving	noun			akpeɖaɖa	thanksgiving service
akpeɖeka	thousand	adjective		the number 1000	atukpa akpeɖeka	thousand bottles
akplekoe	morsel	noun			akplekoe eve	two morsels
akplɔ	spear	noun			wo ŋɔ kple akplɔ	they pierced him with a spear
akpodɔ	leper	noun			ekpodɔtɔ ewo	ten lepers
akpoxɔnu	protection	noun			nam akpoxɔnum	give me protection
akpɔkplɔ	frog	noun			akpɔkplɔ lɔ etsi	a frog likes water
akpɔkplɔ	frog	noun				a frog likes water
Akra	Accra	noun			Mɛ le Akra yim	I am going to Accra
akra	liver	noun			akra le avu si	a dog has a liver
akutsa	sponge	noun				my sponge
alakpa	liar	noun			alakpa etɔ	three liars
alakpa	lie	verb			eda alakpa akpa	you lie too much
alakpae	lie	noun			alakpae nye sia	it is a lie
ale	so	conjunction			ale nu ka?	why so?
ale	sheep	noun			ale lah	sheep meat (i.e. mutton)
ale	why	adverb			ale kae wole nene ma?	why so?
ale	sheep	noun			ale la	sheep meat (i.e. mutton)
alea	as	adverb			alea wole	as it is
alea	how	adverb			alea na ɖunu	how to eat
alevi	lamb	noun			Yesu, Mawu ƒe alevi	Jesus, lamb of God
Algeria	Algeria	noun			dzo na yi Algeria	go to Algeria
alidziblaka	belt	noun			alidziblaka yibɔ	black belt
alilikpo	cloud	noun				a white cloud
alime	waist	noun			wɔa alime	your waist
alo	or	conjunction			Kofi alo Ama	Kofi or Ama
alobalo	puzzle	noun			alobalo kple adzo	puzzles and riddles
alɔdze	branch	noun			ƒomea ƒe alɔdze	family branch
alɔdɔdɔ	sleepiness	noun			nududu na na alɔdɔdɔ	food causes sleepiness
alɔfaɖeka	hundred	adjective		the number 100	atukpa alɔfaɖeka	hundred bottles
alɔtinu	wrist	noun			le nye alɔtinu	hold her wrist
aluminiɔ	aluminium	science			aluminiɔ (Al) ƒe nuse nye prutɔn wuitɔ	aluminium (Al) has 13 protons
amakpa	foliage	noun			se eƒe amakpa	cut the foliage
amakpa	bud	noun			seƒoƒo ƒe amakpa	flower bud
amaɖeɖe	colour	adjective			amaɖeɖe adre	seven colours
amaɖeɖe	colour	verb		to paint in	ɖi amaɖeɖe eye nasrɔnu	colour and learn
amaɖeɖe	colour	noun			amaɖeɖe adre	seven colours
ame	being	noun			amegbetɔ	human being
ame	person	noun			ame vevie	important person
ame enyi	eight persons	noun			ame enyi gbona	eight persons are coming
ame ɖeka	one person	noun			ame ɖeka koe gbona	one person is coming
ameade	someone	pronoun			ameade gbɔna	someone is coming
amedrala	traitor	noun			amedrala evewo	two traitors
amedro	stranger	noun			amedro etɔ	three strangers
amedro	foreigner	noun			amedrowo va do	the foreigners have arrived
amedro	guest	noun			me nye amedro	I am a guest
amedroxɔƒe	lodge	noun			nɔ amedroxɔƒe la vie	stay at the lodging for a while
amegbetɔ	humankind	noun			amegbetɔwoa mie nye	we are humankind
amegbetɔ	human	noun			amegbetɔ mie nye	we are humans
amekae	who	pronoun			amekae wo nye?	who is he?
amekese	chimpanzee	noun			me kpɔ amekese	I saw a chimpanzee
amekuku	corpse	noun		body of a dead human being	amekukula le  poprum	the corpse is rotting
amelele akpasese	kidnapping	noun			amelele akpasese nye nuvɔ	kidnapping is evil
amemadakpe	ungrateful	adjective			amemadakpe mea wo nye	an ungrateful person
amenya	gossip	noun			amenya gbogblɔ me nye o	gossip is not good
amenyrɔɖetsimela	baptise	verb			Yohanes amenyrɔɖetsimela	baptise John
amesese	hero	noun			e nye amesese	she is a hero
amesiame	everyone	pronoun			amesiame le vava ge	everyone will come
ametsitsi	adult	noun			ametsitsiwo nyɛ	he is an adult
amewuwu	murderer	noun			amewuwu la ɛ nyɛ	he is a murderer
ameƒola	bully	noun			e nye ameƒola	he is a bully
ami	oil	noun			ami la	the oil
amlaŋgɔ	mango	noun			amlaŋgɔ la di	the mango has ripened
amo	tomato	noun			amo eve	two tomatoes
amɔnyanya	dough	noun			e tɛ asi de amɔnyanya la dzi	he pressed the dough
anyi	bee	noun			anyi gbogbo	many bees
anyi	mud	noun			klɔ anyi la	wash the mud
anyi	bee	noun			anyi gbogbo ade	many bees
anyi	clay	noun			anyi ze	clay vase
anyidi	ant	noun				thousands of ants
anyiehɛ	west	noun			yi anyieheɛme	go west
anyigba	earth	noun			anyigba amewo	people of the earth
anyigba	land	noun			ƒle anyigba	buy land
anyigba	floor	noun			elɛ anyigba	on the floor
anyikɔ	anthill	noun			anyikɔ kɔkɔ	a tall anthill
anyitsi	honey	noun			anyitsi vivi	honey is sweet
Anyɔnyɔ	September	noun				September has 30 days
aŋe	plastic	adjective			aŋe kplu	plastic cup
aŋgba	leaf	noun				green leaf
aŋgba	leaf	noun			aŋgba gbemu	green leaf
aŋɔ	coaltar	noun			aŋɔ xɔdzo	hot coaltar
aŋɔ	paint	noun			aŋɔ yi	white paint
aŋtsidi	orange	adjective			me do aŋtsidi kuku	wear the orange cap
aŋtsididi	yellow	adjective			aŋtsididi aflaŋga	yellow flag
aŋugbaƒuƒu	brown	adjective			xevi aŋugbaƒuƒu	brown bird
aŋuti	orange	noun			aŋuti etɔ	three oranges
asi	hand	noun			kɔ wɔ asi ɖe dzi	lift up your hand
asi	hand	noun				lift up your hand
asi	trade	noun		the exchange of products and services	asi nyuie	a good trade
asideagbalete	sigh	verb			e de asi agbalete	he sighed
asidzidzi	proposal	noun			asidzidzi nyui	a good proposal
asieke	nine	adjective		The number 9		Nine bottles
asike	cat	noun			asike le dadi si	a cat has a tail
asike	tail	noun			asike le dadi si	a cat has a tail
asikui	finger	noun			fiam wo asikui	show me your finger
asikui	figure	verb			wo asikui se nu	you figure it is hard?
asime	market	noun			yi asime	go to market
asime	diss	noun			menye asime ya o	it is not a diss
asinudɔ	skill	noun			asinudɔ nyuie le e si	she has good skills
asinudɔ	occupational	adjective				
asitsala	trader	noun			asitsala me nye	I am a trader
asitsatsa	business	noun			asitsatsa kple dunyahehe	business and politics
asiƒome	palm	noun			ʋu woa asuƒome	open out your palms
asra	snuff	noun			nam asra de	give me some snuff
asra	malaria	noun			asra nye dɔlele	malaria is a disease
asradɔ	fever	noun			e le asradɔ	she has a fever
ata	thigh	noun			koklo ta	chicken thigh
atadi	pepper	noun				the pepper burns
atagbatu	blowfly	noun			atagbatu wo de efu ŋto	blowflies are annoying
ateŋu	capable	adjective			nyɔnu ateŋu	a capable woman
ateŋu	able	adjective			ateŋu nyɔnu	an able woman
ati	plank	noun			ati kple egatagbadze	plank and nail
ati	stick	noun			ŋe atila	break the stick
ati	plant	verb			do ati	to plant a tree
ati	tree	noun				plant a tree
ati	tree	noun			ŋuku ƒe ati	plant a tree
atiglinyi	elephant	noun			atiglinyi nye ela ga lolo	an elephant is very big
atiglinyi	elephant	noun			atiglinyi la lolo	an elephant is very big
atikanu	chisel	noun			zu kple atikanu	hammer and chisel
atike	preservative	noun			atikea ɖeke mele eme o	it has no preservatives in it
atikewɔƒe	laboratory	noun		also 'lab'	gbedaƒe atikewɔƒe	hospital laboratory
atikpala	carpentry	noun			e dzesi atikpala	she knows carpentry
atikpala	carpenter	noun			e nye atikpala	he is a carpenter
atiku	pap	noun			du atiku la	eat the pap
atikutsetimi	vegetable oil	noun			za atikutsetimi kɔ tɔ akpa lae	use vegetable oil to fry fish
atikutsetse	fruit	noun			gbe atikutsetse	pluck fruit
atinuba	hammock	noun			mlɔ anyi de atinuba me	sleep in the hammock
ativu	xylophone	noun			ƒo ativu	play a xylophone
atizuati	staff	noun			efia ƒe atizuati	the king's staff
atotɔ	pineapple	noun			atotɔ tsi	pineapple juice
atɔ	five	adjective		The number 5		Five bottles
atɔm	atom	science			nucluɔ kple ilitrɔn le atɔm si	an atom has a nucleus and electrons
atɔtɔŋuti	orange	noun				three oranges
atradi	march	verb			gbadagbawole atradi wɔm	the soldiers are marching
atsiaƒuxe	porpoise	noun			atsiaƒuxe etɔ	three porpoises
atsusi	rival	noun			nya tsusi wonye	she is my rival
atukpa	bottle	noun			atukpa atɔ	five bottles
atukpa	bottle	noun				five bottles
ave	forest	noun			lawo le avea me	animals in the forest
avɔ	cloth	noun			ta avɔ	wear cloth
avɔ	fabric	noun			ƒle avɔ nam	buy fabric for me
avɔ	clothes	noun			ƒle avɔ	buy clothes
avɔlɔka	silk	noun			avɔlɔka yi	white silk
avu	dog	noun			avu wo	a dog barks
aʋa	penis	noun			me ga yɔ 'aʋa' le dutoƒo o	you don't say 'penis' in public
aʋako	hawk	noun			aʋako kple koklo	a hawk and a chicken
aʋawɔnu	weapon	noun			mie drana aʋawɔnuwo	we sell weapons
aʋua	war	noun			mie yi na de aʋua	we are going to war
awu	garment	noun			do awu	wear a garment
awu	attire	noun			wo awula nyakpɔ	your attire is beautiful
awu	shirt	noun			e awu la dom	she is wearing a shirt
awu	dress	noun			awu gbemua	blue dress
awu	clothes	noun				buy clothes
awu dedi	t-shirt	noun			awu dedi ɣi	white t-shirt
axatome	armpit	noun				smelly armpit
aye 	trick	verb			nye lɔlɔtɔ la yɔ aye nam	my beloved has tricked me
aye	trick	noun			dzudzɔ aye wɔwɔ	stop the tricks
ayeyɔyɔ	hypocrisy	noun			ayeyɔyɔ kple alakpa	hypocrisy and lies
ayi	bean	noun				rice and beans
ayi	bean	noun			mɔlu kple ayi	rice and beans
ayida	comb	noun			za ayida ko vu wo da la	use a comb to comb your hair
ayida	comb	noun			za ayida na kɔ vu wo ɖa	use a comb to comb your hair
ayidɔ	web	noun			ayidɔka	the web of a spider
ayiku	kidney	noun			ayiku le daɖi si	a cat has a kidney
ayiyi	spider	noun			ayiyidɔ	spider's web
ayiyi	spider	noun				spider's web
ayiyi	tarantula	noun			ayiyi ga	a large tarantula
ayiɖa	comb	verb			za ayiɖa kɔ vu ɖa	use a comb to comb your hair
aza	party	noun			me yina azame	I am going to a party
aza	festival	noun			eƒe za	a yearly festival
azi	egg	noun			koklo ƒe azi	chicken egg
azi	egg	noun				chicken egg
azi	groundnut	noun			wow ɖu azi	corn and groundnuts
azi	nut	noun			wow ɖu azi	they eat nuts
babanawo	sorry	exclamation			babanawo, babanawo!	sorry sorry!
bata	butter	noun			bata kple abolo	bread and butter
be	hide	verb			be ɖe ʋɔtru la megbe	to hide behind the door
bekpɔ	spy	verb			na be akpɔ dukɔ	to spy on a country
berilliɔm	beryllium	science			berilliɔm (Be) enea le protɔn me	beryllium (Be) has 4 protons
bɛ	be	verb		used to indicate state of being. Has different forms depending on the subject person: I am, you are, she/he/it is, we are, they are	bɛ ele vevie nam	You are an important person
bɛ	hide	verb			bɛ ɖe eʋɔ go ɖo	to hide behind the door
bɛ	hide	noun			ela la bɛ	animal hide
bia	request	verb			na bia nududu	to request food
bia	ask	verb			bia Kofi	to ask Kofi
bia	red	adjective			nyenu bia	red lips
biabia	question	noun			biabia le asinye	I have a question
bibla	bible	noun			bibla kple koran	the Bible and the Koran
bla	tie	verb			blae	tie it
bla tedeka	go mad	verb			ebla tedeka	you have gone mad
blaadre	seventy	adjective		the number 70	atukpa blaadre	seventy bottles
blaasieke	ninety	adjective		the number 90	atukpa blaasieke	ninety bottles
blaatɔ	fifty	adjective		the number 50	atukpa blaatɔ	fifty bottles
blaaɖe	sixty	adjective		the number 60	atukpa blaaɖe	sixty bottles
blaene	forty	adjective		the number 40	atukpa blaene	forty bottles
blaenyi	eighty	adjective		the number 80	atukpa blaenyi	80 bottles
blaetɔ	thirty	adjective		the number 30	atukpa blaetɔ	thirty bottles
blaeve	twenty	adjective		The number 20	atukpa blaeve	twenty bottles
bleble	deception	noun			blebleso ati numasoe	deception and discord
blema	decade	noun			blema sia	this decade
blesia	bodice	noun			edo blesia	she wears a bodice
bli	corn	noun				corn and groundnuts
bli	maize	noun				
blɔ	indigo	adjective			avɔ blɔ	indigo cloth
blɔamadede	purple	adjective			blɔamadede ƒe seƒoƒo	purple flower
blɔgi	blog	noun			nudada kple nududu blɔgi	food blog
blu	mix	verb				to mix tomatoes and pepper
blu	stir	verb			blu kokoa me	stir the porridge
blugbe	Akan	noun		a language group originating from West Africa	ɖo blugbe	I speak Akan
bosomi kadi	kindle	verb			si bosomi kadi	kindle a fire
bɔbɔ	bend	verb			bɔbɔ vie	bend it a bit
bɔbɔ	soft	adjective			abolo bɔbɔe	soft bread
bɔbɔ	down	adverb			bɔbɔ anyi	go down
bɔbɔ	easy	adjective			dodokpɔ la bɔbɔ	the exam is easy
bɔbɔ	soften	verb			bɔbɔ wo gbe	soften your voice
bɔbɔvɔ	devil	noun			nye me vɔnɔ gbɔgbɔvɔ o	don't fear devils
Bɔkina Faso	Burkina Faso	noun		A country in Africa	yi de Bɔkina Faso	go to Burkina Faso
bɔkɔ	slowly	adverb			zɔ bɔkɔ	walk slowly
bɔlu	ball	noun				play ball
bɔlu	lobster	noun			me du na bɔlu	I eat lobster
bɔluu	shrimp	noun			bɔluu ene	four shrimps
Braɖa	Tuesday	noun				Tuesday children
bu	honour	verb			bu mawu	honour the Lord
bu	get lost	verb			bu le duame	to get lost in town
bu	disappear	verb			nyɔnuvi la bu	she has disappeared
bu	respect	verb			me bu na ame ŋtɔ	I respect you very much
bu	computing	noun			kɔmputa bu na nu	a computer does computing
bubu	honour	noun			bubu kple lɔlɔ	honour and love
bubu	different	adjective			nu bubuwo	different things
bubu	respect	noun			na bubu	show respect
burɔŋ	boron	science			burɔŋ (B) dzesi atɔ le prutɔŋ si	boron (B) has 5 protons
butame	think	verb			ne butame ...	I think that ...
da akpe	thank	verb				to thank your Father
dada	mother	noun				my mother's child is my sibling
dadi	cat	noun			asike le dadi si	a cat has a tail
dadra	sabotage	noun			dadra yenye esia	this is sabotage
dadrado	preparation	noun			dadrado	make preparation
dadradome	ready	adverb			me le dadradome	I am ready
daɛ	dye	noun			daɛ yibɔ	black dye
Dahomey	Benin	noun		A country in Africa	me yi na de Dahomey	go to Benin
dakɔ	vote	verb			dakɔ nam	vote for me
Damɛ	May	noun				May has 31 days
Dasiamime	August	noun				August has 31 days
datsi	teardrop	noun			datsi vi ade ge	a few teardrops
de	remove	verb			de afɔkpa da le afisia	to remove the shoes from here
de	revive	verb			de dokui wo	revive yourself
de	withdraw	verb			ade de ga	she will withdraw money
dedefia	revelation	noun			ekpɔ dedefia	he had a revelation
dedetsomi	subtraction	noun			2-1=1; esia nye dedetsomi	2-1 = 1; this is subtraction
defia	reveal	verb			de nyateƒe fia	reveal the truth
defunɛ	hassle	verb			defunɛ  na woa xe fea	hassle him so that he pays
degbe	command	verb			na degbe na gbadagba	to command a soldier
degblefletu	thumb	noun			za wo degblefletu kɔ ɖa akɔ	use your thumb to vote
deha	palmwine	noun			no deha	drink palmwine
deka	unite	verb			afrika awɔ deka	Africa will unite
dekajɛ	young man	noun			dekajɛ lɔ wonya	a young man like you
dekawɔwɔ	unity	noun			dekawɔwɔ kple nutifafa	unity and peace
dekematsɔlemi	apathy	noun			dekematsɔlemi wua nunyui wo	apathy kills good things
dekɔnu	culture	noun			sukua ƒe dekɔnu	the culture of my school
dekɔnu	custom	noun			lɔlɔ nye dekɔnu nyui	love is a good custom
detro	peel	verb			detro le abladzo la nu	to peel plantain
detsi	stew	noun			ƒo adetsi	make stew
detsi	soup	noun				palm nut soup
detsifu	cotton	noun			detsifu ƒotsi	wet cotton
detsifuti	silk cotton tree	noun			la detsifuti	cut the silk cotton tree
detsɔlemi	remorse	noun			me fia detsɔlemi de ke o	he showed no remorse
devime	childhood	noun			nye devime	my childhood
devime	youth	noun			le nye devime,ŋuse le nunye	in my youth, I was strong
devimɔla	pedophile	noun			devimɔla wo nye	he is a pedophile
dɛ	select	verb		make a selection	dɛ agbale	to select a book
dɛla	saviour	noun				my saviour
di	bury	verb			di ame kuku	to bury a corpse
di	want	verb			mɛ di agbalɛ ene	I want four books
didi	calm	verb			wo dziku nɛ didi	calm your anger
