bangi	marijuana	noun			azobenda bangi	she smokes marijuana
bango	them	pronoun			lakisa bango	show them
bango	they	pronoun		used to indicate people, or things, previously mentioned	bango bazolia	they eat
banki	bank	noun			mbongo ya ngai eza nakati ya banki	my money is at the bank
banki	bank	noun			mbongo na ngai eza nakati ya banki	my money is at the bank
base	basin	noun			base libwa	nine basins
basoda	warriors	noun			basoda bazoya	the warriors are coming
bata	balloon	noun			bata mibale	two balloons
batela	protect	verb			batela biso	protect us
batisa	baptise	verb			batisa Jean	baptise John
bato mingi	crowd	noun			bato mingi ya makele	noisy crowd
bato nionso	everyone	pronoun			bato nionso bakoya	everyone will come
bayoki	listener	noun			mbote bayoki	hello listeners
bebisa	destroy	verb			kobebisa biloko nionso	destroy everything
benda	pull	verb			kobenda singa	to pull the rope
bendana	crawl	verb			mwana aza kobendana	the child is crawling
bendana	crawl	verb			mwana azobendana	the child is crawling
bendele	flag	noun			bendele ya langi ya mosapa	yellow flag
benga	call	verb			kobenga mwana mobali	to call the boy
Benin	Benin	noun		A country in Africa	kende na Benin	go to Benin
berilime	beryllium	science			berilime (Be) eza na protone 4	beryllium (Be) has 4 protons
beta	beat	verb			beta moto moko	beat someone
beta	hit	verb			kobeta ngai te	do not hit me
beta libaku	stumble	verb			abeti libaku	she stumbled
beze	kiss	verb			beze mbebu na ngai	kiss my lips
bibilia	bible	noun			Bibilia na Coran	the Bible and the Koran
biblioteke	library	noun			tokokende na biblioteke	we will go to the library
bibon	boil	noun			bibon ezosua	a boil is painful
bika	heal	verb			bika na mpasi	heal disease
bilamba	attire	noun			bilamba na yo eza kitoko	your attire is beautiful
bilamba ya djin	jeans	noun			bilamba ya djin ya langi ya bule	blue jeans
bilei bya ntongo	breakfast	noun			akolia bilei bya ntongo	he will eat breakfast
bilenge	youth	noun			na bilenge na ngai,nazalaki makasi	in my youth, I was strong
biliki	brick	noun			biliki ya motane	red bricks
biliki	desert	noun			mayi ezali te nakati ya biliki	water is scarce in the desert
biloko	delivery	noun			biloko eye	the delivery has arrived
biloko	food	noun			lia biloko	eat food
biloko nionso	everything	pronoun			biloko nionso ekei malamuu	everything has gone well
bimisa	withdraw	verb			akobimisa mbongo	she will withdraw money
bimisa	remove	verb			bimisa sapato awa	to remove the shoes from here
bimisama	reveal	verb			kobimisama bosolo	reveal the truth
bina	dance	verb			kobina na esengo	to dance with joy
bino	yous	pronoun		Also written as "you". second person plural subject. Used to indicate people being addressed.	bino bolii	yous eat
bioloji	biology	noun		the study of living things	tozoyekola bioloji	we are learning biology
bipayi binso	everywhere	pronoun			bipayi binso eza moto	everywhere is hot
bisekwa	bedbug	noun			koboma bisekwa	to kill bedbugs
bisi	bus	noun			gare ya bisi	bus stop
bisika biso	everywhere	pronoun			bisika biso eza moto	everywhere is hot
biso	we	pronoun		used to indicate oneself and others	biso tozolia	we eat
biso	us	pronoun			lakisa biso	show us
bitabe	banana	noun			makako alingi bitabe	a monkey likes bananas
bitumba	argument	noun			bitumba mingi	many arguments
biye	ticket	noun			tala na biye na ngai	look at my ticket
bizaleli	habit	noun			bizaleli mabe	bad habit
bizaleli malamu	virtue	noun			bizaleli mabe na bizaleli malamu	vice and virtue
ble	wheat	noun			kolia ble	to eat wheat
bobangi te	brave	adjective			moto aza na bobangi te	brave man
boboto	peace	noun			Nalingi boboto	I want peace
bobubi	trick	noun			tika bobubi	stop the tricks
bofuluki	prosperity	noun			boboto na bofuluki	peace and prosperity
bokamarade	friendship	noun			bokamarade eza malamu	friendship is good
bokambi	responsibility	noun			ezali bokambi nayo	it is your responsibility
bokamwi	surprise	noun			bokamwi munune	great surprise
bokasi	power	noun			bokasi	strength and power
bokasi	energy	science			o koki kobalola masse pe na bokasi	you can change mass into energy
bokebi	careful	adjective			mutu bokebi	a careful person
bokola	adopt	verb			kobokola mwana	to adopt a child
bokolongono	health	noun			bilei epesaka bokolongono	food gives health
bokono		noun	mpasi			
bokono ya mpese	herpes	noun			bokono ya mpese	herpes is a disease
bokonzi	kingdom	noun			bokonzi  bwa Nzambe	the kingdom of God
bolamu	goodness	noun			bolamu na mawa	goodness and mercy
bolangeti	blanket	noun			bolangeti malili	wet blanket
bolembu	weak	adjective			Naza na bolembu	I am weak
bolembu	weakness	noun			nakati ya bolembu naye	in her weakness
bolingeli	favouritism	noun			tika bolingeli	stop the favouritism
bolingo	love	noun			bolingo na boboto	love and peace
boloko	jail	noun			kende na boloko	go to jail
boloko	prison	noun			kende na boloko	go to prison
bolole	fool	noun			Bolole! Zoba!	Fool! Dimwit!
bololo	bitter	adjective			kisi ya bololo	bitter medicine
bolone	boron	science			bolone (B) eza na protone 5	boron (B) has 5 protons
bolosi	brush	noun			bolosi moyindo	a black brush
boma	kill	verb			koboma taba	to kill a goat
bomba	keep	verb			bombela mbongo	keep the change
bomba	save	verb			bomba	save it
bombo	toffee	noun			lamba bombo	lick a toffee
bombu	bomb	noun			bombu epasuki	the bomb exploded
bomoi	living	adjective			nzambe wa bomoi	living god
bomoi	life	noun			kozala malamu bomoi na yo	live your life well
bomoi molai	longevity	noun			kozala na mbongo mini na bomoi molai	wealth and longevity
bomoko	unity	noun			bomoko na boboto	unity and peace
bomwana	childhood	noun			bomwana na ngai	my childhood
bongisa	make	verb			bongisa biloko	make food
bongisa	arrange	verb			bongisa makiti	arrange the chairs
bongisa	adjust	verb			kobongisa molango	to adjust the door
bongo	as	adverb			bongo ezali	as it is
bongo	brain	noun			bongo na ngai	my brain
bongo	because	conjunction			bongo na lingakiyo	because I like you
bonguna	enmity	noun			bonguna monene	great enmity
boni	how	adverb			okolia boni	how to eat
bonkoko	custom	noun			bolingo eza bonkoko malamu	love is a good custom
bonzenga	sexy	adjective			mobali bonzenga	a sexy man
bopimi	stinginess	noun			bopimi to boboto	stinginess or generosity
boponi	option	noun		a thing you can choose	boponi mitano	five options
bosalisi	help	noun			bato nyoso balingi bosalisi	everyone needs help
bosambisi	judgement	noun			bosambisi nini?	which judgement?
bosana	forget	verb			Nabosani	I have forgotten
bosani	forget	verb			nabosani	I have forgotten
bosato	trinity	noun			bosatu	holy trinity
bosawa	humility	noun			omonisi bosawa	you show humility
bosembo	justice	noun			bosomi na bosembo	freedom and justice
bosolo	truth	noun		state or quality of being true to someone or something	azoloba bosolo	she spoke the truth
bosolo	rights	noun			bosolo ya batu	rights of humankind
bosomi	freedom	noun			bosomi na bosembo	freedom and justice
bosomi	adultery	noun			bosomi na kokabwana	adultery and divorce
botama	birth	verb			kobotama ya bana mapacha	to birth twins
botutu	curse	noun			losambo na botutu	a prayer and a curse
boya	oppose	verb			tokoboya mabe	we will oppose evil
boyambi	faith	noun			boyambi na boboto	faith and peace
boyebi	skill	noun			aza na boyebi kitoko	she has good skills
boyei bolamu	welcome	exclamation			boyei bolamu	welcome welcome!
boyibi	burglary	noun			boyibi ebakisami	burglary is increasing
boyini	contempt	noun			tika boyini	stop the contempt
bozangi	scarcity	noun			bozangi ya mayi	scarcity of water
bozito	weight	noun			bozito ya kilo mingi	a heavy weight
bozoba	folly	noun			e za bozoba	it is just folly
buka	break	verb			buka nzete	break the stick
buku	book	noun			buku oyo	this book
bule	blue	adjective			robe ya bule	blue dress
bulogu	blog	noun			bulogu ya biloko	food blog
bunda	fight	verb			Ali na Frazier babundaki	Ali and Frazier fought
bungisa	lose	verb		to not have something	abungaki nzela	He lost his way home
Burkina Faso	Burkina Faso	noun		A country in Africa	kende na Burkina Faso	go to Burkina Faso
buro	office	noun			buro ya mama na ngai	the office of my mother
burse	scholarship	noun			Naza na burse	I have a scholarship
busoto	rubbish	noun			sopa busoto	throw away the rubbish
busoto	trash	noun			sopa busoto	throw away the trash
busoto	dirty	adjective			kanzo ya busoto	dirty dress
busoto	dirt	noun			busoto na mpasi	dirt and disease
busoto	junk	noun			busoto eza na chambre na ngai	there is junk in the room
butiki	store	noun			Nakosomba biloko na butiki	I will buy food from the store
butu	night	noun			ngonga ya mwambe ya butu	8 o'clock in the night
butu	nightfall	noun			moi na butu	daybreak and nightfall
bwaka	throw	verb			biloko ebebi nabwaki yango	the food is spoilt so I have thrown it away
bwania	reason	noun			eloko nionso eza bwania	everything has a reason
bwanya	wisdom	noun			makasi na bwanya	strength and wisdom
bwato	canoe	noun			bwato na kayi	canoe and paddle
cadeau	award	noun			pesa ye cadeau	give her an award
chai	tea	noun			chai eza elengi	the tea is sweet
chaku	parrot	noun		a parrot is a bird	chaku mibale	two parrots
chèque	cheque	noun			koma chèque	write a cheque
Chewa	Chewa	noun			monoko ya Chewa	Chewa language
chimie	chemistry	noun			toyekolaki chimie	we learned chemistry
cirkyulasyo	traffic	noun			moyinda ya cirkyulasyo	traffic light
citron	lime	noun			jus ya citron	lime juice
Congo	Congo	noun			kende na Congo	go to Congo
Cote d'Ivoire	Cote d'Ivoire	noun		A country in Africa	kende na Cote d'Ivoire	go to Cote d'Ivoire
dat	date	noun			lelo tozali dat lini?	which date is today?
defa	borrow	verb			kodefa mbongo	borrow money
defisa	lend	verb			defisa ngai buko oyo	lend me this book
dendo	guinea-fowl	noun			dendo misato	three guinea-fowls
dendo	turkey	noun			nyama ya dendo	turkey meat
dese anime	cartoon	noun			dese anime ya sika	new cartoons
developma	development	noun			developma malamu	good development
devinete	riddle	noun			masambole na badevinete	puzzles and riddles
diama	diamond	noun			diama ya pembe	a white diamond
dikisyonere	dictionary	noun			diksyonere ya foto	picture dictionary
dipolomi	certificate	noun			soki osilisi kotanga kelasi okozua dipolomi	when you complete school you get a certificate
dolare	dollar	noun			dolare zomi	ten dollars
draam	drama	noun			Nalingi filime bya draam	I like drama films
e	it	pronoun		subject pronoun for non-humans	e kweyi	it falls
ebale	stream	noun		small body of flowing water	katisa ebale	cross the stream
ebale	ocean	noun			ebale monene	a large ocean
ebale	river	noun			ebale eza kochola na oseya	a river goes into a sea
ebandeli	preface	noun			ebandeli ya buku	book preface
ebele	heap	noun			ebele ya buku	a heap of books
ebembe	corpse	noun			ebembe poli	the corpse is rotting
ebende	metal	noun			koti ya ebende	hat of metal
ebende	iron	science			ebende (Fe) eza na protone 26	iron (Fe) has 26 protons
ebende ya mpembe	silver	science			ebende ya mpembe (Ag) eza na protone 47	silver (Ag) has 47 protons
ebenga	pigeon	noun			ebenga eza ndeke	a pigeon is a bird
ebenga	dove	noun			ebenga ya pembe	white dove
ebola	ebola	noun			ebola eza mpasi	ebola is a disease
ebonga	stool	noun			vanda na ebonga	sit on the stool
ebundeli	weapon	noun			totekaka bibundeli	we sell weapons
économie	economy	noun			économie ya Afrika	the economy of Africa
edukasyo	education	noun			bokolongono na edukasyo	health and education
ee	yes	exclamation			nalobi ee	I say yes
efandiseli	bench	noun			kofanda na efandiseli	to sit on the bench
efelo	wall	noun			kofanda na efelo	sit on the wall
ekeko	doll	noun			ekeko na ngai	my doll
ekeseni	different	adjective			biloko ekeseni	different things
ekila	rule	noun			azolanda bekila	she follows the rules
ekimelo	refuge	noun			ekimelo ya biso	our refuge
ekokani	familiar	adjective			nyama ekokani	a familiar animal
ekolo	nation	noun			ekolo nayo	your nation
ekolo	basket	noun			mema ekolo	carry a basket
ekomba	barren	adjective			mwasi ekomba	barren woman
ekomeli	pencil	noun			ekomeli na ekomeli	pencil and pen
ekoti	hat	noun			alati ekoti	he is wearing a hat
ekoti ya bokonzi	crown	noun			kolata ekoti ya bokonzi	to wear the crown
eksperiyance	experience	noun			aza na eksperiyance	she has experience
ekufi	dead	adjective			nzete ekufi	a dead tree
ekulusu	cross	noun			ekulusu ya Yezu	the cross of Christ
elaka	warning	noun			yokamela na elaka	listen to the warning
elaka	promise	noun			pesa ngai elaka	give me a promise
elamba	dress	noun			elamba ya bulo	blue dress
elamba	clothes	noun			somba elamba	buy clothes
elamba	fabric	noun			somba elamba po na ngai	buy fabric for me
elamba	cloth	noun			lata elamba	wear cloth
elambeli	stove	noun			elambeli ya gaz	gas stove
elanga	backyard	noun			elanga etondi na matiti ya mabe	the backyard is overgrown
elanga	dry season	noun			elanga eza koya	the dry season has arrived
elanga	farm	noun			elanga ya kakao	cocoa farm
elanga	garden	noun			elanga na bino	our garden
eleko	weather	noun			toza na eleko malamu	we have good weather
elektron	electron	science			elektron eza na moto ya -1	an electron has a charge of -1
elembo	symbol	noun			elembo ya nguya	symbol of power
elembo	sign	noun			elembo ya elikiya	a sign of hope
elenge	young	adjective			bilenge	young person
elenge-mwasi	missus	noun			elenge-mwasi Clinton	Missus Clinton
elengi	sweet	adjective			chai eza elengi	the tea is sweet
elikia	hope	noun			naza na elikia	I have hope
elikya	confidence	noun			Nazali na elikya	I have confidence
elili	shade	noun			Nazofanda na se ya elili	I am sitting under the shade
elimo	mind	noun			elimo naye	her mind
elimo	spirit	noun			aza na elimo makasi	he has a strong spirit
eloko	thing	noun		a reference to an unnamed object	eloko(thing,things)	the thing; the things
eloko	something	pronoun			monisangai eloko	show me something
eloko	something	noun			simba eloko makasi	to hold something firmly
eloko te	nothing	noun			naza na eloko te	I have nothing
eloko ya litoi	earpiece	noun			eloko ya sika ya litoi 	new earpiece
eloko ya matoi	earring	noun			alati biloko ya matoi	he wears earrings
elonga	victory	noun			elonga na kobunda	victory and defeat
elongi	face	noun			tala na elongi na ngai	look at my face
elongo moko	together	adverb			bakendeki elongo moko	they went together
embenga	vulture	noun			embenga eza ndeke	a vulture is a bird
emeku	chin	noun			simbela emeku nayo	hold your chin
engambe	giant	adjective			aza engambe	he is a giant man
engbunduka	train	noun			engbunduka ya sika	new train
engondo	eagle	noun			engondo mibale	two eagles
engumba	city	noun			engumba monene	a large city
engumba	town	noun			kende nakati ya engumba	go into town
engumba-mokonzi	capital	noun			Accra eza engumba-mokonzi ya Ghana	Accra is the capital of Ghana
enkuraje	encourage	verb			enkuraje ye	encourage her
enkurajema	encouragement	noun			enkurajema na esengo	encouragement and joy
epidemi	plague	noun			epidemi awa te	no plagues there
epiololo	whistle	noun			kobeta epiololo	play the whistle
epiololo	whistle	noun			sakana epiololo	play the whistle
Erythrée	Eritrea	noun			kende na Erythrée	go to Eritrea
esaleli malamu	well done	exclamation			esaleli malamu	job well done!
esanga	island	noun			esanga ya Seychelles	Seychelles island
esapa	yam	noun			lamba esapa	cook the yam
esende	squirrel	noun			esendi elingaka ndika ya mbila	a squirrel likes palm nuts
esende	squirrel	noun			esende elingi ndika ya mbila	a squirrel likes palm nuts
esengelama	desirable	adjective			eza esengelama	it is desirable
esengo	happy	adjective			lelo eza mokolo ya esengo	today is a happy day
esika	place	noun			esika nini	which place?
esika moko	somewhere	pronoun			tokokende esika moko	we are going somewhere
esika moko	somewhere	pronoun			tozokende esika moko	we are going somewhere
esika ya mosala	office	noun			esika ya mosala ya mama na ngai	the office of my mother
esinye	scar	noun			matama naye eza na esinye	her cheek has a scar
eskalye	stair	noun			mata eskalye	climb the stairs
espyo	spy	noun			aza espyo	he is a spy
espyonaje	espionage	noun			filime ya espyonaje	espionage films
espyone	spy	verb			espyone mboka	to spy on a country
esukolelo	bathroom	noun			kende na kati ya esukolelo	go to the bathroom
esukulu	owl	noun			esukulu eza ndeke	an owl is a bird
esume	towel	noun			esume ya mai	wet towel
etanda	plank	noun			etanda na sete	plank and nail
etando	area	math		a quantity that represents the size of a surface	etando (litumu-minei) = molayi x mokuse	area (rectangle) = length x width
etapi	twig	noun			mitapi boni?	how many twigs?
etemelo	station	noun			etemelo ya engunduka	train station
eteni	part	noun			buku eza na biteni misato	the book has three parts
eteni	share	noun			wapi eteni na ngai	where is my share?
eteni ya biloko	morsel	noun			biteni mibale ya biloko	two morsels
Ethiopie	Ethiopia	noun		A country in Africa	kende na Ethiopie	go to Ethiopia
etima	lake	noun			etima ezochola	the lake has overflowed
etireti	zip	noun			kanga etireti	to fasten a zip
etondi	full	adjective			katine etondi	full bucket
etumba	war	noun			tokende na etumba	we are going to war
etumba	civil war	noun			tika etumba	stop the civil war
etumba	battle	noun			tozokende na etumba	we are going to battle
eyanganga	crow	noun			eyanganga ya moyindo	a black crow
eyano	answer	noun			pesa ngai eyano	give me an answer
eyebani te	unfamiliar	adjective			nyama eyebani te	unfamiliar animal
eza bongo	normal	adjective			ezaleli eza bongo	normal behaviour
ezalela	disposition	noun			ezalela ya moto	a person's disposition
ezaleli	manner	noun			aza na ezaleli kitoko	his manner is amusing
ezaleli	character	noun			ezaleli na ye	her character
ezaleli	behaviour	noun			ezaleli malamu	normal behaviour
ezosua	painful	adjective			maladi ezosua	illness is painful
falsifikasyo	falsification	noun			lokuta na falsifikasyo	lies and falsifications
fanatike	supporter	noun			banafanatike nkama moko	hundred supporters
fanatike	spectator	noun			bafanatike	the spectators
fanda	sit	verb			kofanda awa	to sit here
farasa	horse	noun			farasa ya pembe	white horse
faso ya kovivre	lifestyle	noun			faso ya kovivre ya makasi	an active lifestyle
fele	brake	noun			fele ya motuka	brake of a car
fenetre	window	noun			fungola fenetre	open the windows
feti	party	noun			nakei na feti	I am going to a party
feti	festival	noun			feti ya mbula	a yearly festival
filime	film	noun			basani ya filime	cast of a film
filozofi	philosophy	noun			Nazali koyekola filozofi	I am learning philosophy
fisiki	physics	noun		the study of the laws of the universe	tozoyekola fisiki	we are learning physics
fluro	fluorine	science			fluro (F) eza na protone 9	fluorine (F) has 9 protons
flute	flute	noun			sakana flute	play the flute
fondasyo	foundation	noun			fondasyo ya ndako	foundation of the house
fosfore	phosphorus	science			fosfore (P) eza na protone 15	phosphorus (P) has 15 protons
foti	mistake	noun			bato nyoso basalaka foti	everyone makes mistakes
foti	lapse	noun			foti mingi sana	too many lapses
foto	picture	noun			foto kitoko	beautiful picture
fraze	sentence	noun			maloba kokutanisa ezala fraze	words join to make sentences
fufu	pap	noun			lia fufu	eat the pap
fufu	flour	noun			fufu ya masangu	corn flour
funda	accuse	verb			bafundaki ye	they accused him
funda	sue	verb			kofunda moto	to sue someone
fungola	open	verb			nazo fungola mulango	I open the door
fungola	lock	noun			fungola mitano	five locks
fungola	key	noun			molango na fungola	door and key
fungola	extend	verb			fungola maboko na yo	extend your palms
funza	maggot	noun			funza mingi	many maggots
furni	ant	noun			nkoto ya bafurni	thousands of ants
futa	pay	verb			Nakofuta	I will pay
futur	future	noun			na moni opyulas na futur nayo	I see luxury in your future
futur	future	noun			Namoni opyulas na futur nayo	I see luxury in your future
GaDangme	GaDangme	noun		Ga. A West African people; their language	Nasololaka GaDangme	I speak GaDangme
galon	gallon	noun			galon ya mayi	a gallon of water
ganga	shout	verb			koganga ya kosalisa	to shout for help
garaze	garage	noun			garaze ya motuka	car garage
gare	stop	noun			gare ya bisi	bus stop
gato	cake	noun			tokolia gato	we will eat the cake
Gbe	Gbe	noun			Monoko ya Gbe	Gbe language
Ghana	Ghana	noun		a country in Africa	Bato ya Ghana babengaka ba Ghanaian	people from Ghana are called Ghanaians
gilipe	catarrh	noun			Naza na gilipe	I have catarrh
gobele	tumbler	noun			gobele ya mayi	one tumbler of water
goigoi	lazy	adjective			moto goigoi	lazy man
gong gong	gong gong	noun			kosakana gong gong	play the gong gong
gram	gramme	noun			gram zomi	ten grammes
gudro	coaltar	noun			gudro ya moto	hot coaltar
Guinea	Guinea	noun		A country in Africa	kende na Guinea	go to Guinea
gumba	fold	verb			kogumba elamba ya mama	to fold mother's cloth
guvenanse	governance	noun			guvenanse malamu	good governance
guvenele	governor	noun			azali guvenele	she is the governor
guverne	govern	verb			koguverne Ghana	govern Ghana
habitat	habitat	noun			habitat ya banyama	habitat of animals
halleluya	hallelujah	exclamation		means "God be praised"	yemba halleluya	sing hallelujah
hameso	fish-hook	noun			hameso mibale	two fish-hooks
Harmattan	harmattan	noun			mopepe ya Harmattan	harmattan winds
Hausa	Hausa	noun			monoko ya hausa	Hausa language
heh	heh	exclamation			palado heh	sorry, heh
helikopta	helicopter	noun			helikopta mibale	two helicopters
helimu	helium	science			helimu (He) eza protone 2	helium (He) has 2 protons
hipocrisi	hypocrisy	noun			hipocrisi na lokuta	hypocrisy and lies
hirondele	swallow	noun			niao na hirondele	a cat and a swallow
homare	lobster	noun			Naliaka homare	I eat lobster
hydrogene	hydrogen	noun			motuka ya hydrogene	hydrogen car
hydrogene	hydrogen	science			hydrogene (H) eza na proton 1	hydrogen (H) has 1 proton
Igbo	Igbo	noun			Monoko ya Igbo	Igbo language
ina	hate	verb			koina bolembu	to hate laziness
indigo	indigo	adjective			elamba ya langi ya indigo	indigo cloth
infini	infinity	noun		the number ∞	soki okaboli numero nionso na zero,okozua infini	if you divide any number by zero, you get infinity
inivesite	university	noun			Inivesite ya Legon	Legon University
inondasyo	flood	noun			Inondasyo ya Accra	Accra flood
internet	internet	noun			lien internet	internet link
Islam	Islam	noun			Christianisme na Islam	Christianity and Islam
istwale	history	noun			yekola istwale	learn history
iyene	hyena	noun			iyene mibale	two hyenas
jembe	hoe	noun			jembe na mopanga	hoe and cutlass
jilete	razor	noun			pelisa jilete	sharpen the razor
jollof	jollof	noun			jollof eza biloko	jollof is food
jonkyso	junction	noun			Tokomi na jonkyso	we have reached a junction
jupe	skirt	noun			jupe mokuse	short skirt
kaabon	carbon	science			kaabon (C) eza na protone 6	carbon (C) has 6 protons
kaasa	pointer	noun		(Computing) a graphical image on the computer monitor or other display device that echoes movements of the pointing device, commonly a mouse or touchpad.	salela kaasa	use the pointer
kabine	toilet	noun			kende na kabine	go to the toilet
kabola	divide	verb		separate into parts	kabola lipa	divide the bread
kabola	split	verb			kabola mibale	split in two
kabwana	share	verb			bokabwana bilei	share the food
kadena	padlock	noun			kadena na fungola	padlock and key
kafe	coffee	noun			amelaka kafe	she drinks coffee
kaka	only	adjective			kaka yo	only you
kaka	just	adjective			ezali kaka bozoba	it is just folly
kakao	cocoa	noun			nzete ya kakao	cocoa tree
kake	thunderbolt	noun			kake ya makasi	a loud thunderbolt
kaki	khakhi	noun			kilote ya kaki	khakhi shorts
kala	outdated	adjective			motuka ya kala	outdated lorry
kalandrie	calendar	noun			kalandrie sika	a new calendar
kalati	card	noun			kalati ya pembe	a white card
kaleso	underwear	noun			alati kaleso te	he is not wearing underwear
kalsium	calcium	science			kalsium (Ca) eza na protone 20	calcium (Ca) has 20 protons
kamba	lead	verb			kamba biso	lead us
kamela	camel	noun			kamela motoba	six camels
kamera	camera	noun			objectif ya kamera	lens of a camera
Kamerun	Cameroon	noun		A country in Africa	kende na Kamerun	go to Cameroon
kamiyo	van	noun			komata na kamiyo	board a van
kamiyo	lorry	noun			arret ya kamiyo	lorry stop
kanda	anger	noun			malembe pema kozala na kanda te	calm your anger
kanga	close	verb			kokanga mulango	to close the door
kanga	block	verb			kokanga nzela	to block the way
kanga	hold	verb		grasp or grip	kokanga eloko makasi	to hold something firmly
kangema	shut down	verb			magaze ekangemi na mpokwa	the shop shuts down in the evening
kanisa	think	verb			Nakanisi	I think that ...
kanisa	estimate	verb			kanisa bolai na yo	estimate your height
kanisela	remind	verb			kokanisela moto	to remind someone
kanisi	thought	noun			makanisi na yo	your thoughts
kanivo	gutter	noun			mayi eza na kanivo	there is water in the gutter
kansa	cancer	noun			kansa ebungi	the cancer has disappeared
kantine	pail	noun			kantine na sabuni	pail and soap
kanzo	robe	noun			kanzo ya pembe	a white robe
kapiteni	captain	noun			aza kapiteni	she is a captain
karote	carrot	noun			karote minei	four carrots
karte	map	noun			tanga karte	read the map
kasa	leaf	noun			kasa mobesu	green leaf
kasi	but	conjunction			Nalingi yango, kasi	I like it, but
kasi	yet	conjunction		still; but nevertheless	buku eza monene kasi natangaki	the book is big yet I read all of it
kasi	though	conjunction			Namoni kasi eza molili	I see though it is dark
kata	cut	verb			kokata gateau mbala mibale	to cut the cake in two
kata mangwele	vaccinate	verb			kokata mangwele ya mwana	to vaccinate the child
kategori	category	noun			kategori mitano	five categories
katikati	centre	noun			zala na katikati	be in the centre
katini	bucket	noun			katini ebukani	the bucket leaks
katisa	cross	verb			kokatisa ebale	cross the stream
katite	quantity	noun			katite ya biloko	quantity of the food
kauka	dry	adjective			mabele ya kokauka	dry land
kauka	dry	verb			kokausa elamba	to dry clothes
kayi	paddle	noun			bwato na kayi	canoe and paddle
kazaka	coat	noun			alati kazaka	she is putting on a coat
kazaka	suit	noun			alati kazaka	she wears a suit
kebab	khebab	noun			kebab na masanga	khebabs and beer
kebisa	warn	verb			kokebisa moto	warn someone
kela	act	verb		to do something	kokela sika	to act now
kela	create	verb			kokela eloko ya sika	create something new
kelasi	school	noun		a place where learning happens	nayekolaki kotanga na kelasi	I learn to read at school
kelasi	class	noun		academic stage in a school	aza kelasi ya mibale	he is in class 2
kende	go	verb			kokende na kelasi	to go to school
kende malamu	goodbye	exclamation			loba kende malamu	say goodbye
kende mobembo	travel	verb			tozokende mobembo na Afrika	we are travelling to Africa
kende musika	avoid	verb			kende musika makambo ya mabe	to avoid evil
Kenya	Kenya	noun		A country in Africa	kende na Kenya	go to Kenya
kikundi	group	noun			tosangana na kikundi	let us found a group
kilo	pound	noun			kilo zomi	ten pounds
kilometre	kilometre	noun			kilometre zomi	ten kilometres
kima	run	verb			kokima lokola lievre	to run like a hare
kimya	silence	noun			kimya,kimya!	silence, silence!
kingo	neck	noun			cravate eza na kingo nayo	the tie hangs on his neck
kingo	throat	noun			bongisa kingo nayo	clear your throat
