birthday		noun			today is my birthday	
bishop		noun			she is a bishop	
bismuth		science			bismuth (Bi) has 83 protons	
Bissau-Guinean		noun	someone from Guinea-Bissau		the Bissau-Guineans	
bite		verb			the dog can bite	
bitter		adjective			bitter medicine	
black		adjective			black cloth	
blacksmith		noun			she is a blacksmith	
blanket		noun			wet blanket	
blazing		adjective			blazing fire	
bleach		verb			some women bleach their skins to become fairer	
bleed		verb			he is bleeding	
bleeding		noun			stop the bleeding	
bless		verb			bless me	
blessing		noun			God's blessing	
blindness		noun			blindness is a disease	
block		verb			to block the way	
blog		noun			food blog	
blood		noun			water and blood	
blow		verb			blow air	
blow		noun			give him a blow	
blowfly		noun			blowflies are annoying	
blue		adjective			blue dress	
boat		noun			red boat	
bodice		noun			she wears a bodice	
body		noun			a person is body, soul and spirit	
bohrium		science			bohrium (Bh) has 107 protons	
boil		verb			the soup is boiling	
boil		noun			a boil is painful	
boiled herbs		noun			drink the boiled herbs	
bold		adjective	be confident		a bold man	
bolt	lock	noun	see 'lock'			five locks
bomb		noun			the bomb exploded	
bone		noun			my hand has bones	
book	literature	noun		written works. See "book"	this book	
book		verb	to make a reservation		book a ticket	
borehole		noun			dig a borehole	
boron		science			boron (B) has 5 protons	
borrow		verb			borrow money	
boss		noun			my boss	
both		adjective	indicates two of a kind		both sides	
bother		verb			you are bothering me	
bother		noun			too much bother	
Botswana		noun	A country in Africa		go to Botswana	
bottle		noun			five bottles	
bountiful	rich	adjective	rich			a rich country
bow		noun	a tool to shoot arrows		bow and arrow	
bow-legged		adjective			bow-legged man	
bowl		noun			a red bowl	
box		noun			box A is bigger than box B	
boy		noun			the boy is here	
boyfriend	lover	noun	male lover			my lover has tricked me
brain		noun			my brain	
brake		verb			the driver has braked	
brake		noun			brake of a car	
branch		verb			branch here	
branch		noun	a representative location of an organization		we have branches in Takoradi	
branch		noun			family branch	
brave	courageous	adjective			brave man	
Brazzaville-Congolese		noun	someone from Congo-Brazzaville		the Brazzaville-Congolese	
bread		noun			soft bread	
break		verb			break the stick	
breakfast		noun			he will eat breakfast	
breast		noun			breast milk	
breastmilk		noun			drink the breastmilk	
breath		noun			collect your breath; rest	
breathe		verb			breathe a little; take a breather	
breathe		verb			breathe slowly	
bribe		noun			he wants a bribe	
bribery		noun			bribery and corruption	
brick		noun			red bricks	
bride		noun			bride's husband; groom	
bridge		noun			cross the bridge	
brief		adjective			let your story be brief	
bright		adjective			bright room	
bring		verb			he will bring a book	
broad	wide	adjective	see 'wide'			wide road
bromine		science			bromine (Br) has 35 protons	
brook		noun			to drink from the brook	
broom		noun			broom and dustpan	
broomstick		noun			ten broomsticks	
brother		noun			my only brother	
brown		adjective			brown bird	
bruise		verb			you swat the fly in anger and you bruise your wound	
Brunei		noun	A country in Asia		go to Brunei	
Bruneian		noun	someone from Brunei		the Bruneians	
brush		noun			a black brush	
bucket		noun			the bucket leaks	
bud		noun			flower bud	
bud		verb			the maize is budding	
budget		noun			this year's budget	
buffalo		noun			one buffalo	
build		verb			build a house	
bullet		noun			two bullets	
bully		noun			he is a bully	
bully		verb			they are bullying him	
bullying		noun			stop the bullying	
bum	arse	noun		bum	large bum	
bumblebee		noun			a fat bumblebee	
bump into		verb			the car has bumped into something	
bungalow		noun			three bungalows	
burden		noun			very heavy burden	
burglary		noun			burglary is increasing	
burgle		verb			they burgled me	
Burkina Faso		noun	A country in Africa		go to Burkina Faso	
Burkina Faso		noun			go to Burkina Faso	
Burkinabe		noun	someone from Burkina Faso		the Burkinabes	
burn		verb	cause a stinging feeling		the pepper burns	
burn		verb	set alight with fire		burn papers	
Burundi		noun	A country in Africa		go to Burundi	
Burundian		noun	someone from Burundi		the Burundians	
bury		verb			to bury a corpse	
bus		noun			bus stop	
bus conductor		noun	driver's mate		he's a bus conductor	
bush		noun			go into the bush	
business		noun			business and politics	
but	nevertheless	conjunction		but	I like it, but	
butcher		noun			she is a butcher	
butter		noun			bread and butter	
butterfly		noun			a butterfly is beautiful	
buttocks		noun			big buttocks	
buy		verb			to buy something	
buyer		noun			buyers and sellers	
by		preposition	shows the doer of an action		written by a teacher	
by any chance		adverb			have you seen her by any chance?	
bye	goodbye	noun	goodbye			say goodbye
C		noun	third letter of English alphabet		"1 kC" means "one kiloCoulomb"	
cabbage		noun	a leafy vegetable		cabbage stew	
cadmium		science			cadmium (Cd) has 48 protons	
caesium		science			caesium (Cs) has 55 protons	
cake		noun			we will eat the cake	
calabash		noun			drink from the calabash	
calcium		science			calcium (Ca) has 20 protons	
calculate	measure	verb	to measure. See "measure"			measure two spoonfuls
calculus		noun			I am learning calculus	
calendar		noun			a new calendar	
calf		noun	the soft part at the back of a person's leg below the knee.		every leg has a calf	
californium		science			californium (Cf) has 98 protons	
call		verb			to call the boy	
calm		verb			calm your anger	
Cambodia		noun	A country in Asia		go to Cambodia	
Cambodian		noun	someone from Cambodia		the Cambodians	
came	come	verb conj	simple past of the verb "come"			to come here
camel		noun			six camels	
camera		noun			lens of a camera	
Cameroon		noun	A country in Africa		go to Cameroon	
camisole		noun				
camp		noun			go to the camp	
can	be able to	verb	be able to		I can read	I am able to climb a tree
can	could	verb	be able to	simple past form of the verb 'can'	I can read	
can		verb			I can read	
Canada		noun			I spend the summer in Canada	
cancel		verb			cancel the meeting	
cancer		noun			the cancer has disappeared	
candy	toffee	noun	toffee			lick a toffee
cane		noun			bring the cane	
cannon		noun			shoot the cannon	
canoe		noun			canoe and paddle	
canvas		noun			a large canvas	
capable		adjective			a capable woman	
capital	investment	noun	a business investment. See 'investment'			I need an investment
capital		noun			Accra is the capital of Ghana	
capsid		noun			capsids eat cocoa trees	
captain		noun			she is a captain	
car		noun			drive a car	
carbon		science			carbon (C) has 6 protons	
carcass		noun	body of a dead animal		the carcass is rotting	
card		noun			a white card	
care	manage	verb	see 'manage'			to manage someone
careful		adjective			a careful person	
carefully		adverb			to walk carefully	
carefulness		noun			too much carefulness	
caress		verb			her hand caresses it	
Caribbean		noun			go to the Caribbean	
carpenter		noun			he is a carpenter	
carpentry		noun			she knows carpentry	
carpet		noun			new carpet	
carrot		noun			four carrots	
carry		verb			carry the book	
carrying pad		noun			put it on the carrying pad	
cartoon		noun			new cartoons	
carve		verb			carve the wood	
cash		noun			I have cash	
cassava		noun			plantain and cassava	
cast		noun			cast of a film	
castanet		noun			play the castanets	
castle		noun			the white castle	
cat		noun			a cat has a tail	
catarrh		noun			I have catarrh	
catch		verb			catch the ball	
category	type	noun		see 'category'	five categories	
caterpillar		noun			a caterpillar becomes a butterfly	
cause itchiness		verb			the medicine causes itchiness	
cedi		noun	currency of Ghana		hundred pesewas make one cedi	
cedi		noun	Ghana's currency. A stylized form of the word for 'cowry' in Akan		five cedis	
celery		noun			eat the celery	
cement		noun			stones and cement	
centipede		noun			look at the centipede	
Central African		noun	someone from Central African Republic		the Central Africans	
Central African Republic		noun	A country in Africa		go to Central African Republic	
centre	middle	noun		see 'centre'	be in the centre	
century		noun			this century	
cerium		science			cerium (Ce) has 58 protons	
certificate		noun			when you complete school you get a certificate	
Chad		noun	A country in Africa		go to Chad	
Chadian		noun	someone from Chad		the Chadians	
chain	nkɔnsɔnkɔnsɔn	noun			she has broken my chains	ɔ abubu me nkɔnsɔnkɔnsɔn
chair	seat	noun			arrange the chairs	to sit on the seat
chairman	chairperson	noun	male chairperson			she is the chairperson
chairperson	chairman	noun		male chairperson	she is the chairperson	
chairperson	chairwoman	noun		female chairperson	she is the chairperson	
chairwoman	chairperson	noun	female chairperson			she is the chairperson
chaley	pal	noun	pal	friendla friend	chaley let us go	
chalk		noun			white chalk	
challenge		noun			a good challenge	
chameleon		noun			I see the chameleon	
chamomile		noun			chamomile tea	
champion		noun			she is a champion	
change		verb			if time changes, change with the times	
change		noun			do you have change?	
chaotic		adjective			the place is chaotic	
chapter		noun			chapter 12	
character		noun			her character	
characteristic	normal	adjective	see 'normal'			normal behaviour
charcoal		noun			sack of charcoal	
charge		science			electricity has positive charge and negative charge	
chariot		noun			chariot of iron	
chase		verb			no one is chasing him	
cheap		adjective			be cheap	
cheat		verb			don't cheat me	
cheater		noun			they are cheaters	
check	cheque	noun	American English spelling of cheque			write a cheque
cheek		noun			fat cheeks	
cheese		noun			blue cheese	
cheetah		noun			a cheetah is an animal	
chef		noun			a good chef	
chemistry		noun			we learned chemistry	
cheque	check	noun		American English spelling of cheque	write a cheque	
chest		noun			chest hair	
chew		verb			to chew groundnuts	
Chewa		noun			Chewa language	
chicken		noun			chicken meat	
chickenpox		noun			chickenpox is a disease	
chief	chieftain	noun		see 'chief'	she is a chief	
chieftain	chief	noun	see 'chief'			she is a chief
child	children	noun		plural form of 'child': zero children, one child, two children, three children.	my mother's child is my sibling	three children
childbirth		noun			a childbirth brings joy	
childhood		noun			my childhood	
children	child	noun plural	plural form of 'child': zero children, one child, two children, three children.		three children	my mother's child is my sibling
chimpanzee		noun			I saw a chimpanzee	
chin		noun			hold your chin	
China		noun	A country in Asia		go to China	
Chinese		noun	someone from China		the Chinese	
chisel		noun			hammer and chisel	
chives		noun			chives and onions	
chloride	chlorine	science	with chlorine		sodium chloride	chlorine (Cl) has 17 protons
chlorine	chloride	science		with chlorine	chlorine (Cl) has 17 protons	sodium chloride
choboi		exclamation	a rallying cry in the GaDangme language		Choboi! Yeah!	
chocolate		noun			the chocolate has become cheap	
choice	option	noun	see 'option'	a thing you can choose		five options
choose	select	verb	select	make a selection		to select a book
Christ		noun			Jesus Christ!	
Christian		noun			a Christian and a Muslim	
Christianity		noun			Christianity and Islam	
Christmas		noun	A festival that falls on December 25		Christmas is coming	
chromium		science			chromium (Cr) has 24 protons	
chronic	recurring	adjective	a disease that is recurring			recurring disease
church		noun			go to church	
chwia		exclamation			who said chwia?	
cigarette		noun			smoke a cigarette	
cilantro		noun			cilantro is a plant	
cinema		noun			I am going to a cinema	
cinnamon		noun			cinnamon is fragrant	
circle		noun	a circle has an infinite number of angles		three circles	
circumstance		noun			my circumstances are difficult	
citizen		noun	a member of a country community		I am a citizen	
city		noun			a large city	
civil war		noun			stop the civil war	
civilized		adjective			a civilized world	
claim	say	verb	say strongly			I say yes
clap		verb			to clap for Yaa	
class		noun	academic stage in a school		he is in class 2	
clay		noun			clay vase	
clean		verb			clean your teeth	
clear		verb			clear your throat	
clearly	obviously	adverb		clearly	you see it clearly	
clever	intelligent	adjective	intelligent			an intelligent person
click		verb			click here	
climb		verb			to climb mountains	
clock		noun	a free-standing device which tells the time		tell me the time on the clock 	
close	fasten	verb		see 'close'	to close the door	
cloth		noun			wear cloth	
clothes		noun			buy clothes	
cloud		noun			a white cloud	
cloud		verb			the sky has clouded	
cloudy		adjective			a cloudy day	
clove		noun			add some cloves to the food	
clown	jester	noun	jester			she is a jester
coach		noun			a football team coach	
coaltar		noun			hot coaltar	
coast		noun			gold coast	
coat		noun			she is putting on a coat	
cobalt		science			cobalt (Co) has 27 protons	
cobra		noun			black cobra	
cockerel		noun			a cockerel is crowing	
cockroach		noun	also known as a roach (American English)		I see a cockroach	
cocoa		noun			cocoa tree	
coconut		noun			two coconuts	
cocoyam		noun	A tuber used in dishes like fufu. Any of the <i>Xanthosoma species</i>		I like cocoyam	
cocoyam leaves		noun			cocoyam leaves stew	
code		noun			to write code	
coffee		noun			she drinks coffee	
coin		noun			four coins	
cold		adjective			cold water	
collander	strainer	noun		collander	use the collander to drain the rice	
colleague		noun			your colleagues	
collect		verb			to collect money	
college		noun			where is the college?	
color	colour	noun	American English spelling of 'colour'			seven colours
colour		verb	to paint in		colour and learn	
colour	color	noun		American English spelling of 'colour'	seven colours	
comb		noun			use a comb to comb your hair	
comb		verb			use a comb to comb your hair	
combine	join	verb	join in different ways; see 'join'			words join together to make sentences 
come	came	verb		simple past of the verb "come"	to come here	
come!		verb			come here!	
comfort		noun			give me comfort	
coming	advent	noun		see 'coming'	the second coming	
comma		noun			comma and fullstop	
command	order	verb		see 'command'	to command a soldier	
command		noun			give him a command	
commend		verb			commend her	
commerce	trade	noun	see 'trade'	the exchange of products and services		a good trade
community		noun			to integrate a new family into the community	
Comoran		noun	someone from the Comoros		the Comorans	
company		noun			a small company	
compassion		noun			she has compassion	
compensation		noun			have you received your compensation?	
competent	able	adjective	see 'able'			an able woman
competition		noun			football competition	
computer		noun			computer keyboard	
computing		noun			a computer does computing	
concern	worry	noun	worry			many worries
conclude	end	verb	see 'end'			you will end the war
conclusion	end	noun	see 'end'			the end has come
concubine		noun			Yaa is my concubine	
condom		noun			wear a condom	
conference		noun			we are going to the conference	
conference		noun			to go to a conference	
confidence		noun			I have confidence	
confusion	disorder	noun		see 'confusion'	plenty of confusion	
congenial		adjective			a congenial place	
Congo		noun			go to Congo	
Congo-Brazzaville		noun	A country in Africa		go to Congo-Brazzaville	
Congo-Kinshasa		noun	A country in Africa		go to Congo-Kinshasa	
congratulations		noun			congratulations and well done	
conqueror		noun			she is a conqueror	
conscience		noun			your conscience	
consent	agree	verb	agree (v)			do you agree?
consequence		noun			its consequences	
consist	made up	verb	to be made up of	see 'consist'	water consists of hydrogen and oxygen	
consolation		noun			love and consolation	
construct		verb	to fabricate; to engineer; to make		he has constructed a new machine	
contempt		noun			stop the contempt	
content		noun	what is contained in a container		the contents of the book	
continent		noun			African continent	
continue		verb			continue the work	
controversy	argument	noun	argument			many arguments
converse		verb			I will converse with someone	
cook		verb			cook a little rice	
cool		verb			to cool the food	
cool		adjective			a cool beer	
cool		verb			the food has cooled	
cool		verb			let it cool	
coop	nest	noun		see 'coop'	hen coop	
cooperation		noun			Ghana and Togo cooperation	
cooperative		noun				
copernicium		science			copernicium (Cn) has 112 protons	
copper		science			copper (Cu) has 29 protons	
coriander		noun			you can eat coriander	
corn		noun			corn and groundnuts	
corner		noun			the table is in the corner	
corners		noun			all corners of the world	
corpse		noun	body of a dead human being		the corpse is rotting	
corpse		noun			the corpse is rotting	
corruption		noun			bribery and corruption	
cost		noun			price = cost + profit	
Cote d'Ivoire		noun	A country in Africa		go to Cote d'Ivoire	
Cote d'Ivoire		noun			go to Cote d'Ivoire	
cotton		noun			wet cotton	
cotton		noun			cloth of cotton	
couch		noun			the red couch	
