auge	eye	noun			Auge und Augenbrauen	eye and eyebrow
auge	eye	noun			Auge und Augapfel	eye and eyeball
augenbraue	eyebrow	noun			Auge und Augenbrauen	eye and eyebrow
August	August	noun			August hat 31 Tage	August has 31 days
ausbreiten	spread out	verb			breitete eine Matte	spread out a mat
außer	except	conjunction			außer Gott	except God
außer dass	except that	conjunction			außer, dass ich Salz	except that I want salt
außerhalb	outside	noun			draußen gehen	go outside
außerhalb	outside	adverb			bummeln außerhalb	stroll outside
äußerst	utterly	adverb			ganz fertig	utterly finished
ausgabe	issue	noun			Neuemissionen	new issue
ausgang	exit	verb			übergeben Sie hier, um zu schließen	pass here to exit
ausgedörrt	parched	adjective			ausgetrocknete Haut	parched skin
ausländer	foreigner	noun			die Fremden sind eingetroffen	the foreigners have arrived
ausschalten	turn off	verb			um das Licht auszuschalten	to turn off the light
aussehen	look	verb			Blick auf die Jungen	look at the boy
auswendig lernen	memorize	verb			zu merken	to memorize
auswendiglernen	memorization	noun			einige Auswendiglernen ist gut	some memorization is good
auszeichnung	award	noun			geben Sie ihr eine Auszeichnung	give her an award
auto	car	noun			Auto fahren	drive a car
autsch	ouch	exclamation			Autsch! Es tut weh	Ouch! It hurts
azonto	azonto	noun			Ich weiß, wie man tanzt azonto	I know how to dance azonto
b (b)	b (B)	noun			Sie lernen Ihr "A B D" in der Schule	You learn your "A B D" at school
baby	baby	noun			Ich habe ein Baby	I have a baby
backen	bake	verb			Brot backen	bake bread
bad	bath	verb			jeden Morgen baden	to bath each morning
badezimmer	bathroom	noun			auf die Toilette gehen	go to the bathroom
ball	ball	noun			Ball spielen	play ball
ballon	balloon	noun			zwei Ballons	two balloons
banane	banana	noun			ein Affe mag Bananen	a monkey likes bananas
bank	bank	noun			mein Geld auf der Bank	my money is at the bank
barium	barium	science			Barium (Ba) hat 56 Protonen	barium (Ba) has 56 protons
bart	beard	noun			langen Bart	long beard
bauen	build	verb			ein Haus bauen	build a house
bauer	farmer	noun			sie ist ein Bauer	she is a farmer
bauernhof	farm	noun			Kakaofarm	cocoa farm
baum	tree	noun			einen Baum pflanzen	plant a tree
be ill	be ill	verb			Ich bin krank	I am ill
becher	beaker	noun			es Wasser in das Becherglas	there is water in the beaker
becher	tumbler	noun			einen Becher Wasser	one tumbler of water
bedauern	regret	verb			Ich bedaure, ich sagte, dass	I regret I said that
bedauern	regret	noun			Schmerz und Reue	pain and regret
bedürftig	indigent	noun			ein mittellosen nichts	an indigent has nothing
beerdigung	funeral	noun			Ich bin zu einer Beerdigung gehen	I am going to a funeral
befestigen	attach	verb			Befestigen an der Wand	attach to wall
befreunden	befriend	verb			befreunden mich	befriend me
befrieden	pacify	verb			befrieden den Kampf	pacify the fight
befürworter	advocate	noun			wir brauchen einen Fürsprecher im Ministerium	four advocates
begraben	bury	verb			begraben eine Leiche	to bury a corpse
begradigen	straighten	verb			strecken Sie Kleid	straighten your dress
bei	at	preposition			triff mich zu Hause	meet me at home
bein	leg	noun			geschwollenes Bein	swollen leg
beißen	bite	verb			der Hund beißen	the dog can bite
beitreten	join	verb			Wörter zusammenfügen, um Sätze zu bilden	words join together to make sentences 
bekannt geben	announce	verb			bekannt, dass	announce that
belästigen	harass	verb			zu belästigen mich	stop harassing me
belästigen	annoy	verb			Sie werden mich zu belästigen	you are annoying me
beleben	revive	verb			beleben Sie sich	revive yourself
beleidigung	insult	noun			viele Beleidigungen	many insults
beleidigung	insult	verb			er zu sehr beleidigt	he insults too much
beleidigung	insult	verb			stoppen beleidigen	stop insulting her
beleidigungen	insults	noun			unnötige Beleidigungen	unnecessary insults
benutzer	user	noun			wie viele Benutzer?	how many users?
beobachten	watch	verb			um Fußball zu schauen	to watch football
beratung	advice	noun			ein Priester Rat hat	a priest has advice
berechnen	charge	science			Strom hat positive Ladung und eine negative Ladung	electricity has positive charge and negative charge
bereich	field	noun			sie auf dem Spielfeld	they are on the field
bereit	ready	adverb			Ich bin bereit	I am ready
berg	mountain	noun			Bergspitze	mountain peak
bergwerk	mine	pronoun			dieses Ding ist mir	this thing is mine
bericht	report	noun			einen Bericht	make a report
berkelium	berkelium	science			Berkelium (Bk) hat 97 Protonen	berkelium (Bk) has 97 protons
berühmt geworden	become famous	verb			Nkrumah wurde bekannt	Nkrumah has become famous
berühren	touch	verb			um ihr Haar zu berühren	to touch her hair
beryllium	beryllium	science			Beryllium (Be) besteht aus 4 Protonen	beryllium (Be) has 4 protons
besen	broom	noun			Besen und Kehrschaufel	broom and dustpan
besenstiel	broomstick	noun			zehn Besen	ten broomsticks
besetzung	cast	noun			einer Folie gegossen	cast of a film
besondere	special	adjective			Festtag	special day
bestimmung	determination	noun			wir werden es mit Entschlossenheit zu tun	we will do it with determination
bestrafen	punish	verb			ihn bestrafen	punish him
besuch	visit	verb			Sie kommen und besuchen Sie mich an!	do come and visit me!
beten	pray	verb			für meine Feinde zu beten	to pray for my enemies
betrügen	cheat	verb			Sie mich nicht betrügen	don't cheat me
betrüger	cheater	noun			sie Betrüger sind	they are cheaters
bett	bed	noun			schlafen auf dem Bett	sleep on the bed
betteln	beg	verb			betteln um etwas	to beg for something
beweis	proof	noun			zeigen Sie mir den Beweis	show me the proof
bibel	bible	noun			die Bibel und der Koran	the Bible and the Koran
biegung	bend	verb			biegen Sie es ein bisschen	bend it a bit
biene	bee	noun			viele Bienen	many bees
bier	beer	noun			wir trinken Bier	we are drinking beer
bild	picture	noun			schönes Bild	beautiful picture
bildung	education	noun			Gesundheit und Bildung	health and education
billig	cheap	adjective			billig sein	be cheap
bis	to	preposition			von hier nach dort	from here to there
bischof	bishop	noun			sie ist ein Bischof	she is a bishop
bitter	bitter	adjective			bittere Medizin	bitter medicine
blatt	leaf	noun			grünes Blatt	green leaf
blau	blue	adjective			blauen Kleid	blue dress
bleichen	bleach	verb			einige Frauen zu bleichen ihre Haut gerechter zu werden	some women bleach their skins to become fairer
bleistift	pencil	noun			Bleistift und Feder	pencil and pen
blindheit	blindness	noun			Blindheit ist eine Krankheit	blindness is a disease
blog	blog	noun			Essen Blog	food blog
bloß	mere	adjective			nur Narren	mere fool
blume	flower	noun			schöne Blume	pretty flower
blut	blood	noun			Wasser und Blut	water and blood
bluten	bleed	verb			Er blutet	he is bleeding
blutung	bleeding	noun			die Blutung zu stoppen	stop the bleeding
bohne	bean	noun			Reis und Bohnen	rice and beans
bohrium	bohrium	science			bohrium (Bh) verfügt über 107 Protonen	bohrium (Bh) has 107 protons
boot	boat	noun			rotes Boot	red boat
bor	boron	science			Bor (B) hat 5 Protonen	boron (B) has 5 protons
böse	wicked	adjective			Sie sehr böse sind	you are very wicked
böse sein	be evil	verb			Drogenmissbrauch ist böse	abusing drugs is evil
bosheit	wickedness	noun			Ihre Geiz und deine Bosheit	your stinginess and your wickedness
bote	messenger	noun			die Boten kamen	the messengers arrived
boten	messengers	noun			die Boten sind gekommen,	the messengers have come
box	box	noun			Box A ist größer als Box B	box A is bigger than box B
braten	roast	verb			braten ein wenig Mais	roast a little corn
braten	fry	verb			Pflanzenöl verwenden, um Fische zu braten	use vegetable oil to fry fish
braun	brown	adjective			brauner Vogel	brown bird
braut	bride	noun			Braut Mann; Bräutigam	bride's husband; groom
bräutigam	groom	noun			Bräutigam Freunde	groom's friends
breite	width	noun			Höhe und Breite	height and width
bremse	brake	verb			der Fahrer gebremst	the driver has braked
brennholz	firewood	noun			Abholung Brennholz	pickup firewood
brett	plank	noun			Brett und Nagel	plank and nail
bringen	bring	verb			wird er ein Buch zu bringen	he will bring a book
brom	bromine	science			Brom (Br) hat 35 Protonen	bromine (Br) has 35 protons
brot	bread	noun			weiches Brot	soft bread
bruder	brother	noun			mein einziger Bruder	my only brother
brust	breast	noun			Muttermilch	breast milk
brust	chest	noun			Brusthaar	chest hair
buch	book	noun			dieses Buch	this book
buchhaltung	accounts	noun			sie Konten	she made accounts
Burkina Faso	Burkina Faso	noun			gehen Sie zu Burkina Faso	go to Burkina Faso
büro	office	noun			Büro meiner Mutter	the office of my mother
busch	bush	noun			gehen in den Busch	go into the bush
butter	butter	noun			Brot und Butter	bread and butter
cadmium	cadmium	science			Cadmium (Cd) hat 48 Protonen	cadmium (Cd) has 48 protons
californium	californium	science			Californium (Cf) hat 98 Protonen	californium (Cf) has 98 protons
cäsium	caesium	science			Cäsium (Cs) hat 55 Protonen	caesium (Cs) has 55 protons
cedi	cedi	noun			hundert pesewas machen einen Cedi	hundred pesewas make one cedi
cer	cerium	science			Cer (Ce) hat 58 Protonen	cerium (Ce) has 58 protons
chaotisch	chaotic	adjective			der Ort ist chaotisch	the place is chaotic
chlor	chlorine	science			Chlor (Cl) hat 17 Protonen	chlorine (Cl) has 17 protons
Christentum	Christianity	noun			Christentum und Islam	Christianity and Islam
Christian	Christian	noun			ein christlicher und ein muslimischer	a Christian and a Muslim
Christus	Christ	noun			Jesus Christus!	Jesus Christ!
chrom	chromium	science			Chrom (Cr) hat 24 Protonen	chromium (Cr) has 24 protons
cocoyam blätter	cocoyam leaves	noun			cocoyam verlässt Eintopf	cocoyam leaves stew
collander	collander	noun			verwenden Sie die collander, um den Reis abtropfen	use the collander to drain the rice
commiserations	sorry	exclamation			sorry sorry!	sorry sorry!
computer	computer	noun			Computer-Tastatur	computer keyboard
copernicium	copernicium	science			Copernicium (Cn) verfügt über 112 Protonen	copernicium (Cn) has 112 protons
covetuousness	covetuousness	noun			covetuousness ist nicht gut,	covetuousness is not good
curium	curium	science			Curium (Cm) hat 96 Protonen	curium (Cm) has 96 protons
d (d)	d (D)	noun			Sie lernen Ihr "A B D" in der Schule	You learn your "A B D" at school
dachrinne	gutter	noun			es befindet sich Wasser in der Gosse	there is water in the gutter
dame	lady	noun			Lady Danso	Lady Danso
dämmerung	dawn	noun			Wir werden hier in der Morgendämmerung verlassen	we will leave here at dawn
danke	thank you	exclamation			ich danke ihnen sehr	thank you very much
danken	thank	verb			zu deinem Vater, danke	to thank your Father
danksagung	thanksgiving	noun			Dankgottesdienst	thanksgiving service
dann	in that case	adverb			In diesem Fall kommen	in that case come
dann	then	adverb			dann schlief er	then he slept
darlehen	loan	verb			leihen mir Geld	loan me money
darlehen	loan	noun			Ich brauche einen Kredit	I need a loan
darmstadtium	darmstadtium	science			darmstadtium (Ds) hat 110 Protonen	darmstadtium (Ds) has 110 protons
das ding	that thing	pronoun			das Ding ist, was ich habe	that thing is what I got
dass	that	conjunction			Ich sage, dass	I say that
dass	that	pronoun			dieser Vogel	that bird
dass	that	determiner			dass Hund	that dog
datum	date	noun			welche ist heute?	which date is today?
datum	date	verb			werden Sie mir ausgehen?	will you date me?
dauer	duration	noun			vierzig Stunden Dauer	forty-hour duration
decke	blanket	noun			Spaßverderber	wet blanket
deckel	lid	noun			Deckel einer Tasse	lid of a cup
defäkieren	defecate	verb			das Huhn hat überall defecated	the chicken has defecated everywhere
defekt	defect	noun			das Gebäude hat viele Mängel	the building has many defects
demut	humility	noun			Sie Demut zeigen	you show humility
denken	think	verb			Ich denke, dass ...	I think that ...
denken	thought	noun			Ihre Gedanken	your thoughts
deren	whose	pronoun			dessen Haus ist das?	whose house is this?
deutlich	clearly	adverb			Sie deutlich sehen,	you see it clearly
Deutsch	German	noun		the language of Germany	Deutsch und Englisch	German and English
Dezember	December	noun			Dezember hat 31 Tage	December has 31 days
die	who	pronoun			wer ist er?	who is he?
die	the	determiner			das Haus	the house
die sache,	the thing	pronoun			das, was sie tut,	the thing she does
dieb	thief	noun			er ist nicht ein Dieb	he is not a thief
Dienstag	Tuesday	noun			Dienstag Kinder	Tuesday children
diese	this	pronoun			das ist dein Buch?	is this your book?
diese	this	determiner			leihe mir dieses Buch	lend me this book
diese	these	pronoun			diese Leute kamen	these people came
diese person	that person	pronoun			diese Person sagte, dass es	that person said it
dinge	things	noun			Ihre Sachen	your things
diss	diss	verb			diss jemand	diss someone
diss	diss	noun			es ist nicht ein diss	it is not a diss
disziplin	discipline	verb			disziplinieren Ihr Kind	discipline your child
donner	thunder	noun			Sturm mit Donner	storm with thunder
Donnerstag	Thursday	noun			Donnerstag Kinder	Thursday children
dorn	thorn	noun			entfernen Sie den Dorn	remove the thorn
dösen	doze	verb			Sie dösen sind	you are dozing
drei	three	adjective		The number 3	drei Flaschen	three bottles
drei personen	three persons	noun			drei Personen kommen	three persons are coming
dreieck	triangle	noun			ein Dreieck drei Winkel	a triangle has three angles
dreißig	thirty	adjective		the number 30	dreißig Flaschen	thirty bottles
dreizehn	thirteen	adjective		the number 13	dreizehn Flaschen	thirteen bottles
drucken	print	verb			sie Bücher zu drucken	they print books
drücken	push	verb			um den Lkw zu schieben	to push the lorry
drucken	print	verb			drucken Sie die E-Mail-	print the email
drucker	printer	noun			Buchdrucker	book printer
Dschibuti	Djibouti	noun		A country in Africa	gehen nach Dschibuti	go to Djibouti
Dschibuti	Djiboutian	noun		someone from Djibouti	die Dschibuti	the Djiboutians
du	you	pronoun		second person singular subject pronoun. Used to indicate one person being addressed	du isst	you eat
dubnium	dubnium	science			dubnium (Db) mit 105 Protonen	dubnium (Db) has 105 protons
duft	fragrance	noun			der Duft von Sheabutter	the fragrance of sheabutter
dunkelheit	dark	adjective			dunkle Nacht	dark night
dunkelheit	darkness	noun			Nacht bringt Dunkelheit	night brings darkness
dünn	thin	adjective			dünne Besen	thin broomstick
dünn	thin	adjective			dünnen Stock	thin stick
durchnässten	soaked	adjective			getränkten Tuch	soaked cloth
durst	thirst	noun			Hunger und Durst	hunger and thirst
durst	thirst	noun			Ich fühle mich Durst (Ich habe Durst)	I feel thirst (I am thirsty)
dysprosium	dysprosium	science			Dysprosium (Dy) hat 66 Protonen	dysprosium (Dy) has 66 protons
e (e)	e (E)	noun			"E" ist für Ebo	"E" is for Ebo
e-mail-	email	noun			drucken Sie die E-Mail-	print the email
ebola	ebola	noun			Ebola ist eine Krankheit	ebola is a disease
ecke	corner	noun			die Tabelle ist in der Ecke	the table is in the corner
ecken	corners	noun			alle Ecken der Welt	all corners of the world
Efua	Efua	noun		Akan female born on Friday	Efua ist meine Tochter	Efua is my daughter
ehe	marriage	noun			gute Ehe	good marriage
ehemann	husband	noun			Ich liebe meinen Mann	I love my husband
ehre	honour	verb			Ehre den Herrn	honour the Lord
ei	egg	noun			Hühnerei	chicken egg
eichhörnchen	squirrel	noun			ein Eichhörnchen mag Palmnüsse	a squirrel likes palm nuts
eid	oath	noun			großer Schwur	great oath
eidechse	lizard	noun			eine Eidechse frisst Gras	a lizard eats grass
eifersüchtig	be jealous	verb			eifersüchtig über ihren Mann	be jealous over her husband
eile (etwas) bis	hurry (something) up	verb			Sie beeilen	you hurry up
eimer	pail	noun			Eimer und Seife	pail and soap
eimer	bucket	noun			die Schaufel austritt	the bucket leaks
ein	a	determiner			ein Mann und eine Frau	a man and a woman
ein wenig	a little	adverb			ein wenig warten	wait a little
einbrechen	burgle	verb			sie mir eingebrochen	they burgled me
einbruch	burglary	noun			Einbruchdiebstahl steigt	burglary is increasing
einbruch der nacht	nightfall	noun			Tagesanbruch und Einbruch der Nacht	daybreak and nightfall
eine	a	determiner			ein Mann und eine Frau	a man and a woman
eine endgültige meilenstein	reach a final milestone	verb			Wenn die Zeit kommt,	if the time comes
eine person	one person	noun			Eine Person steht vor der Tür	one person is coming
einer	one	adjective			Es gibt einen Flasche stehen auf dem Dach des Hauses	There is one bottle standing on top of the house
einer	one	pronoun			man nicht Fabeln glauben	one does not believe fables
einfach	just	adverb			einfach zu sehen!	just see!
einfach	just	adjective			es ist nur Torheit	it is just folly
einfach	just	preposition			so wie er dort ankam	just as he got there
eingeben	enter	verb			Geben Sie in den Raum	enter into the room
einheit	unity	noun			Einheit und Frieden	unity and peace
einige	some	pronoun			gib mir etwas	give me some
einige	some	determiner			etwas zu essen	some food
einlauf	enema	noun			Ich brauche einen Einlauf	I need an enema
einschalten	switch on	verb			schalten Sie das Radio	switch on the radio
einspritzung	injection	noun			eine Injektion ist schmerzhaft	an injection is painful
einsteinium	einsteinium	science			Einsteinium (Es) hat 99 Protonen	einsteinium (Es) has 99 protons
eintopf	stew	noun			machen Eintopf	make stew
eisen	iron	science			Eisen (Fe) hat 26 Protonen	iron (Fe) has 26 protons
eisenbahn	railway	noun			eine Eisenbahn durch meine Stadt führt	a railway passes through my town
Ekua	Ekua	noun		Akan female born on Wednesday	Ekua ist meine Tochter	Ekua is my daughter
elastisch	elastic	adjective			elastische Schnur	elastic string
elefant	elephant	noun			ein Elefant ist sehr groß	an elephant is very big
elektron	electron	science			ein Elektron hat eine Ladung von -1	an electron has a charge of -1
elf	eleven	adjective		the number 11	elf Flaschen	eleven bottles
elfenbein	ivory	noun			Elfenbein Halskette	ivory necklace
Elfenbeinküste	Cote d'Ivoire	noun			gehen Sie zu der Elfenbeinküste	go to Cote d'Ivoire
eltern	parents	noun			seine Eltern	his parents
empathie	empathy	noun			sie wie Empathie hat	she has such empathy
empfehlen	commend	verb			lobe sie	commend her
ende	end	verb			Sie werden den Krieg zu beenden	you will end the war
ende	end	noun			das Ende gekommen ist	the end has come
energie	energy	science			Sie können Masse in Energie ändern	you can change mass into energy
Englisch	English	noun			Ich spreche Englisch	I speak English
entersäbel	cutlass	noun			gib mir die Machete	give me the cutlass
entfernen	remove	verb			die Schuhe von hier entfernen	to remove the shoes from here
entlasten	unburden	verb			entlasten mich	unburden me
entlüften	deflate	verb			Ihr Reifen ist ernüchternd	your tyre is deflating
entschädigung	compensation	noun			haben Sie Ihre Entschädigung erhalten?	have you received your compensation?
er	he	pronoun		used to indicate one male person previously mentioned	er isst	he eats
erbärmlich	pitiable	adjective			bemitleidens Kind	pitiable child
erbärmlich	pitiful	adjective			erbärmlich Kind	pitiful child
erbium	erbium	science			Erbium (Er) hat 68 Protonen	erbium (Er) has 68 protons
erbrechen	vomit	verb			Sie erbrach haben	you have vomitted
erbrechen	vomit	noun			Hund erbrechen	dog's vomit
erbschaft	inheritance	noun			behaupten Ihre Erbschaft	claim your inheritance
erdbeben	earthquake	noun			Es ist ein Erdbeben	it is an earthquake
erdbeben	earthquake	noun			großen Erdbeben	big earthquake
erde	earth	noun			Menschen auf der Erde	people of the earth
erdmandel	tigernut	noun			vier Erdmandeln	four tigernuts
erdnuss	groundnut	noun			Mais und Erdnüssen	corn and groundnuts
ereignis	event	noun			die Veranstaltung hat begonnen	the event has started
erhalten	get	verb			erhalten das Buch	get the book
erhöhen	raise	verb			heben Sie Ihre Hand	raise your hand
erhöhen, ansteigen	increase	verb			Einbruchdiebstahl steigt	burglary is increasing
Eritrea	Eritrea	noun			gehen Sie zu Eritrea	go to Eritrea
Eritreer	Eritrean	noun		someone from Eritrea	die Eritreer	the Eritreans
erklären	explain	verb			erklären Sie mir,	to explain to me
erlauben	allow	verb			es ihnen ermöglichen,	allow them
ermutigen	encourage	verb			ermutigen sie	encourage her
ermutigung	encouragement	noun			Ermutigung und Freude	encouragement and joy
erschaffer	creator	noun			Schöpfergott	creator god
erscheinung	apparition	noun			fürchten eine Erscheinung	fear an apparition
erschrecken	frighten	verb			erschrecken bösen Menschen	frighten evil people
erschrecken	frighten	verb			erschrecken Kinder	frighten children
erschreckend	frightening	adjective			es erschreckend ist,	it is frightening
erstaunlich	amazing	adjective			erstaunliche Geschichte	amazing story
erste	first	noun			seinem ersten Tag	his first day
erwachsene	adult	noun			er ein Erwachsener ist	he is an adult
erweichen	soften	verb			erweichen Ihre Stimme	soften your voice
es	it	pronoun		subject pronoun used to indicate one thing previously mentioned	es fällt	it falls
es	it	pronoun		object pronoun used to refer to an impersonal thing	Sie töten es!	you (pl) kill it!
Esi	Esi	noun		Akan female born on Sunday	Esi ist meine Tochter	Esi is my daughter
