annonce	announcement	noun			lire l'annonce	read the announcement
annoncer	announce	verb			annoncer que	announce that
annuel	yearly	adjective			un festival annuel	a yearly festival
annuler	cancel	verb			annuler la réunion	cancel the meeting
annuler	annul	verb			annuler un mariage	annul a marriage
antimoine	antimony	science			antimoine (Sb) a 51 protons	antimony (Sb) has 51 protons
antiquité	antiquity	noun			ils ont été ici depuis l'antiquité	they have been here from antiquity
Août	August	noun			Août a 31 jours	August has 31 days
apathie	apathy	noun			apathie tue bonnes choses	apathy kills good things
appareil photographique	camera	noun			objectif d'une appareil photographique	lens of a camera
apparition	apparition	noun			craindre une apparition	fear an apparition
appeler	call	verb			appeler le garçon	to call the boy
appeler	call	verb			d'appeler le téléphone d'Afia	to call the boy
appellation	appellation	noun			proclamer ses appellations	proclaim her appellations
apporter	bring	verb			il apportera un livre	he will bring a book
apprendre	learn	verb			d'apprendre une langue	they learn a language
approcher	approach	verb			d'approcher rapidement	to approach quickly
après-midi	afternoon	noun			je viendrai dans l'après-midi	I will come in the afternoon
arachide	groundnut	noun			maïs et de l'arachide	corn and groundnuts
araignée	spider	noun			toile d'araignée	spider's web
arbre	tree	noun			planter un arbre	plant a tree
arc-en-ciel	rainbow	noun			Je vois un arc-en-ciel	I see a rainbow
ardoise	slate	noun			effacer l'ardoise	wipe the slate
argent	money	noun			argent aide	money helps
argent	silver	noun			de l'argent et de l'or	silver and gold
argent	silver	science			argent (Ag) a 47 protons	silver (Ag) has 47 protons
argile	clay	noun			vase d'argile	clay vase
argon	argon	science			argon (Ar) a 18 protons	argon (Ar) has 18 protons
argument	argument	noun			de nombreux arguments	many arguments
arme	weapon	noun			nous vendons des armes	we sell weapons
arrêter	stop	verb			arrêter de faire du bruit	stop making noise
arrière	back	noun		rear or reverse surface of a thing	l'arrière de la porte	the back of the door
arrière-garde	rearguard	noun			ils sont l'arrière-garde	they are the rearguard
arriver	arrive	verb			quand vous arrivez, appelez-moi	when you arrive, call me
arsenic	arsenic	science			arsenic (As) a 33 protons	arsenic (As) has 33 protons
artère	artery	noun		arteries carry blood away from the heart	une grande artère	a large artery
articulation	joint	noun			étirer vos articulations	stretch your joints
assiette	plate	noun			laver votre assiette	wash your plate
assistant	assistant	noun			mon assistant	my assistant
association	association	noun			venir à la réunion de l'association des hommes	come to the men's association meeting
astatine	astatine	science			astatine (At) a 85 protons	astatine (At) has 85 protons
asticot	maggot	noun			de nombreux asticots	many maggots
athlète	athlete	noun			elle est un athlète	she is an athlete
atome	atom	science			un atome a un noyau et les électrons	an atom has a nucleus and electrons
attacher	tie	verb			attacher	tie it
attendre	wait	verb			attendre un peu	to wait a bit
attraper	catch	verb			attraper le ballon	catch the ball
au revoir	goodbye	exclamation			dire au revoir	say goodbye
aube	daybreak	noun			l'aube et la nuit	daybreak and nightfall
aube	dawn	noun			nous laisserons ici à l'aube	we will leave here at dawn
auditeur	listener	noun			bonjour auditeurs	hello listeners
augmenter	raise	verb			lève ta main	raise your hand
augmenter	rise	verb			d'augmenter à six heures du matin	to rise at six in the morning
aujourd'hui	today	adverb			elle arrive aujourd'hui	she arrives today
aussi	also	adverb			il viendra aussi	he will also come
autoroute	highway	noun			voitures sur une autoroute	cars on a highway
avaler	swallow	verb			avaler la médecine	swallow medicine
avance	advance	adjective			me donner un avertissement avance	give me an advance warning
avant	before	preposition			manger avant (vous) sommeil	eat before (you) sleep
avant	front	noun			l'avant de l'ouvrage	the front of the book
avantage	advantage	noun			ils ont un avantage	they have an advantage
avare	miserly	adjective			il est avare	he is miserly
avare	miser	noun			il est un avare	he is a miser
avarice	stinginess	noun			l'avarice ou la générosité	stinginess or generosity
avec	with	conjunction			Kofi avec Ama	Kofi with Ama
avenir	future	noun			Je vois luxe dans votre avenir	I see luxury in your future
avertir	warn	verb			avertir quelqu'un	warn someone
avertissement	warning	noun			écouter l'avertissement	listen to the warning
avion	aeroplane	noun			deux avions	two aeroplanes
avion	plane	noun		aeroplane, airplane	bord d'un avion	board a plane
avocat	lawyer	noun			quatre avocats	four lawyers
avoir	have	verb			elle a d'argent	she has money
avoir besoin	need	verb			avoir besoin de famille	to need family
avortement	abortion	noun			le médecin effectue l'avortement	the doctor performs abortion
Avril	April	noun			Avril a 30 jours	April has 30 days
azonto	azonto	noun			Je sais comment danser azonto	I know how to dance azonto
azote	nitrogen	science			azote (N) a 7 protons	nitrogen (N) has 7 protons
bœuf	ox	noun			Je vois un bœuf	I see an ox
bœuf	beef	noun			manger du bœuf	eat beef
babouin	baboon	noun			trois babouins	three baboons
bain	bath	verb			à baigner tous les matins	to bath each morning
balai	broom	noun			balai et une pelle	broom and dustpan
balançoire	swing	noun			jouer sur une balançoire	play on a swing
baleine	whale	noun			une grosse baleine	a large whale
balle	ball	noun			jouer à la balle	play ball
balle	bullet	noun			deux balles	two bullets
ballon	balloon	noun			deux ballons	two balloons
bambin	toddler	noun			bambin, où allez-vous?	toddler, where are you going?
banane	banana	noun			un singe aime les bananes	a monkey likes bananas
banc	bench	noun			à asseoir sur le banc	to sit on the bench
banque	bank	noun			mon argent est à la banque	my money is at the bank
baptême	baptism	noun			repentance et le baptême	repentance and baptism
baptiser	baptise	verb			baptiser John	baptise John
barbe	beard	noun			longue barbe	long beard
baril	barrel	noun			remplir le baril	fill up the barrel
baryum	barium	science			baryum (Ba) a 56 protons	barium (Ba) has 56 protons
bassin	basin	noun			neuf bassins	nine basins
bataille	battle	noun			nous allons à la bataille	we are going to battle
bateau	boat	noun			bateau rouge	red boat
bâton	stick	noun			briser le bâton	break the stick
batteur	drummer	noun			elle est un batteur	she is a drummer
battre	beat	verb			battre quelqu'un	beat someone
beaucoup	plenty	adjective			beaucoup de questions	plenty of issues
beauté	beauty	noun			la beauté et de l'amour	beauty and love
bébé	baby	noun			J'ai un bébé	I have a baby
belle	beautiful	adjective			elle est belle	it is beautiful
bénédiction	blessing	noun			La bénédiction de Dieu	God's blessing
Bénin	Benin	noun		A country in Africa	aller au Bénin	go to Benin
berkelium	berkelium	science			berkelium (Bk) a 97 protons	berkelium (Bk) has 97 protons
béryllium	beryllium	science			béryllium (Be) a 4 protons	beryllium (Be) has 4 protons
beurre	butter	noun			pain et beurre	bread and butter
beurre de karité	sheabutter	noun			le parfum de beurre de karité	the fragrance of sheabutter
bible	bible	noun			la Bible et le Coran	the Bible and the Koran
bibliothèque	library	noun			nous allons aller à la bibliothèque	we will go to the library
bien	good	noun			bien et mal	good and evil
bien	well	adverb			faire le bien	do it well
bien fait	well done	exclamation			travail bien fait!	job well done!
bien que	though	conjunction			Je vois bien qu'il est sombre	I see though it is dark
bien-aimé	lover	noun			mon bien-aimé m'a trompé	my lover has tricked me
bientôt	soon	adverb			elle est pour bientôt	she is coming soon
bienvenue	welcome	exclamation			bienvenue bienvenue!	welcome welcome!
bière	beer	noun			nous buvons de la bière	we are drinking beer
bile	bile	noun			bile verte	green bile
billet	ticket	noun			regarder mon billet	look at my ticket
biologie	biology	noun		the study of living things	nous apprenons la biologie	we are learning biology
bismuth	bismuth	science			bismuth (Bi) a 83 protons	bismuth (Bi) has 83 protons
blague	joke	noun			dis moi une blague	tell me a joke
blanc	white	adjective			Maison Blanche	white house
blanc	white	adjective			cheval blanc	white house
blé	wheat	noun			manger du blé	to eat wheat
blesser	injure	verb			Je suis blessé	I am injured
bleu	blue	adjective			robe bleue	blue dress
Blog	blog	noun			blog de cuisine	food blog
bloquer	block	verb			pour bloquer la voie	to block the way
bohrium	bohrium	science			bohrium (Bh) a 107 protons	bohrium (Bh) has 107 protons
boire	drink	verb			boire de l'eau	to drink water
bois de chauffage	firewood	noun			ramassage du bois de chauffage	pickup firewood
boîte	box	noun			Une boîte est plus grande que la case B	box A is bigger than box B
bombe	bomb	noun			la bombe a explosé	the bomb exploded
bon	good	adjective			un bon cadeau	a good gift
bon après-midi	good afternoon	exclamation			bon après-midi Esi	good afternoon Esi
bonheur	happiness	noun			le bonheur est arrivé	happiness has arrived
bonjour	good morning	exclamation			Bonjour Kofi	good morning Kofi
bonjour	hello	exclamation			bonjour monsieur	hello sir
bonne soirée	good evening	exclamation			bonne soirée Kofi	good evening Kofi
bonté	goodness	noun			bonté et de miséricorde	goodness and mercy
bore	boron	science			bore (B) a 5 protons	boron (B) has 5 protons
bosquet	grove	noun			bosquet des esprits	grove of spirits
bouche	mouth	noun			ma bouche	my mouth
bouclier	shield	noun			Il est mon bouclier	He is my shield
boue	mud	noun			laver la boue	wash the mud
bouffon	jester	noun			elle est un bouffon	she is a jester
bouillie	porridge	noun			bouillie de mil	millet porridge
bouillie	pap	noun			manger de la bouillie	eat the pap
bourgeon	bud	noun			bourgeon floral	flower bud
bourreau	executioner	noun			le bourreau du roi	the king's executioner
bourse	scholarship	noun			Je dois une bourse	I have a scholarship
bouse	dung	noun			bouse de vache	cow dung
bouteille	bottle	noun			cinq bouteilles	five bottles
bouton	pimple	noun			j'ai un bouton	I have a pimple
branche	branch	noun			branche famille	family branch
brancher	branch	verb			branche ici	branch here
bras	arm	noun			soulevez votre bras	lift up your arm
bref	brief	adjective			laissez votre histoire d'être bref	let your story be brief
brique	brick	noun			briques rouges	red bricks
brome	bromine	science			brome (Br) a 35 protons	bromine (Br) has 35 protons
brosse	brush	noun			une brosse noire	a black brush
brosse à dents	toothbrush	noun			brosse à dents et dentifrice	toothbrush and toothpaste
brousse	bush	noun			aller dans la brousse	go into the bush
bruit	noise	noun			arrêter de faire du bruit	stop making noise
brûler	burn	verb		set alight with fire	brûler des papiers	burn papers
brûlures d'estomac	heartburn	noun			Je dois les brûlures d'estomac	I have heartburn
brume	mist	noun			brume matinale	morning mist
brun	brown	adjective			oiseau brun	brown bird
bruyant	loud	adjective			sirène bruyante	loud siren
budget	budget	noun			Le budget de cette année	this year's budget
bureau	office	noun			le bureau de ma mère	the office of my mother
bureau de poste	post office	noun			je vais au bureau de poste	I am going to the post office
Burkina Faso	Burkina Faso	noun			aller au Burkina Faso	go to Burkina Faso
but	goal	noun			marquer un but	score a goal
C	C	noun		third letter of English alphabet	"1 kC" signifie "un kiloCoulomb"	"1 kC" means "one kiloCoulomb"
cœur	heart	noun			bon cœur	good heart
cacao	cocoa	noun			cacaoyer	cocoa tree
cacher	hide	verb			de se cacher derrière la porte	to hide behind the door
cadavre	corpse	noun			cadavre d'un oiseau	corpse of a bird
cadeau	gift	noun			un bon cadeau	a good gift
cadenas	padlock	noun			cadenas et clé	padlock and key
cadmium	cadmium	science			cadmium (Cd) a 48 protons	cadmium (Cd) has 48 protons
cadre	framework	noun			le cadre de la maison	the framework of the house
cafard	cockroach	noun		also known as a roach (American English)	Je vois un cafard	I see a cockroach
calcium	calcium	science			calcium (Ca) a 20 protons	calcium (Ca) has 20 protons
californium	californium	science			californium (Cf) a 98 protons	californium (Cf) has 98 protons
calme	quiet	adjective			être calme	be quiet
cambriolage	burglary	noun			cambriolage augmente	burglary is increasing
caméléon	chameleon	noun			Je vois le caméléon	I see the chameleon
Cameroun	Cameroon	noun		A country in Africa	va au Cameroun	go to Cameroon
camion	lorry	noun			arrêt du camion	lorry stop
camp	camp	noun			aller au camp	go to the camp
cancer	cancer	noun			le cancer a disparu	the cancer has disappeared
caniveau	gutter	noun			il ya de l'eau dans le caniveau	there is water in the gutter
canne à sucre	sugarcane	noun			à mâcher la canne à sucre	to chew sugarcane
canoë	canoe	noun			une randonnée en canoë	canoe and paddle
canon	cannon	noun			tirer le canon	shoot the cannon
capable	capable	adjective			une femme capable	a capable woman
capitaine	captain	noun			elle est un capitaine	she is a captain
capitale	capital	noun			Accra est la capitale du Ghana	Accra is the capital of Ghana
caractère	character	noun			son caractère	her character
caramel	toffee	noun			lécher un caramel	lick a toffee
carbone	carbon	science			carbone (C) a 6 protons	carbon (C) has 6 protons
caresser	caress	verb			sa main caresse	her hand caresses it
carte	map	noun			lire la carte	read the map
carte	card	noun			une carte blanche	a white card
casserole	pan	noun			vieille casserole	old pan
casserole	saucepan	noun			cuire dans la casserole	cook in the saucepan
castagnettes	castanet	noun			jouer des castagnettes	play the castanets
catarrhe	catarrh	noun			Je dois catarrhe	I have catarrh
catégorie	category	noun			cinq catégories	five categories
ce	this	determiner			me prêter ce livre	lend me this book
ce	that	determiner			ce chien	that dog
ce	this	pronoun			est-ce votre livre?	is this your book?
cedi	cedi	noun			cent pesewas font un cedi	hundred pesewas make one cedi
cendre	ash	noun			charbon de bois et la cendre	charcoal and ashes
cent	hundred	adjective		the number 100	cent bouteilles	hundred bottles
cercle	circle	noun		a circle has an infinite number of angles	trois cercles	three circles
cerf	deer	noun			un lion aime la viande de cerf	a lion likes deer meat
cérium	cerium	science			cérium (Ce) a 58 protons	cerium (Ce) has 58 protons
certificat	certificate	noun			lorsque vous avez terminé l'école, vous obtenez un certificat	when you complete school you get a certificate
cerveau	brain	noun			mon cerveau	my brain
ces		determiner	pluriel de 'ce'			
ces	these	pronoun			ces gens sont venus	these people came
césium	caesium	science			césium (Cs) a 55 protons	caesium (Cs) has 55 protons
cette		determiner	feminin de 'ce'			
cette chose	that thing	pronoun			cette chose est ce que je suis	that thing is what I got
cette personne	that person	pronoun			cette personne a dit qu'il	that person said it
chaîne	string	noun			chaîne et l'aiguille	string and needle
chaîne	chain	noun			elle a brisé mes chaînes	she has broken my chains
chair	flesh	noun			chair et de sang	flesh and blood
chaise	chair	noun			organiser les chaises	arrange the chairs
chambre	bedroom	noun			la maison dispose de deux chambres	the house has two bedrooms
chambre	room	noun			elle dort dans la chambre	she is sleeping in the room
chameau	camel	noun			six chameaux	six camels
champignon	mushroom	noun			soupe aux champignons	mushroom soup
change	change	noun			avez-vous la change?	do you have change?
changer	change	verb			si les changements de temps, changent avec le temps	if time changes, change with the times
chanson	song	noun			jouer une chanson	play a song
chanter	sing	verb			chanter une chanson douce	to sing a sweet song
chaotique	chaotic	adjective			l'endroit est chaotique	the place is chaotic
chapeau	hat	noun			il porte un chapeau	he is wearing a hat
chapitre	chapter	noun			chapitre 12	chapter 12
chaque	each	adjective			chaque chose	each thing
char	chariot	noun			char de fer	chariot of iron
charbon de bois	charcoal	noun			sac de charbon de bois	sack of charcoal
charge	charge	science			l'électricité a charge positive et une charge négative	electricity has positive charge and negative charge
charpentier	carpenter	noun			il est un charpentier	he is a carpenter
chasser	chase	verb			personne ne le chasse	no one is chasing him
chat	cat	noun			un chat a une queue	a cat has a tail
chaud	hot	adjective			eau chaude	hot water
chaussette	sock	noun			vous portez des chaussettes	you are wearing socks
chaussure	shoe	noun		footwear that covers all of the foot	porter vos chaussures	wear your shoes
chef	chief	noun			elle est un chef	she is a chief
chef	chef	noun			un bon chef	a good chef
chemin	path	noun			suivre le chemin	follow the path
chenille	caterpillar	noun			une chenille devient papillon	a caterpillar becomes a butterfly
cher	expensive	adjective			c'est cher	it is expensive
cheval	horse	noun			cheval blanc	white horse
cheveux	hair	noun			les cheveux du torse	chest hair
cheville	ankle	noun			vos chevilles	your ankles
chèvre	goat	noun			une chèvre et un mouton	a goat and a sheep
Chewa	Chewa	noun			langue Chichewa	Chewa language
chien	dog	noun			un chien aboie	a dog barks
chiffon	cloth	noun			porter le chiffon	wear cloth
chimie	chemistry	noun			nous avons appris la chimie	we learned chemistry
chimpanzé	chimpanzee	noun			Je l'ai vu un chimpanzé	I saw a chimpanzee
chlore	chlorine	science			chlore (Cl) a 17 protons	chlorine (Cl) has 17 protons
chocolat	chocolate	noun			le chocolat est devenu pas cher	the chocolate has become cheap
chose	thing	noun		a reference to an unnamed object	la chose, les choses	the thing; the things
chrétien	Christian	noun			un chrétien et un musulman	a Christian and a Muslim
Christianisme	Christianity	noun			Le christianisme et l'islam	Christianity and Islam
chrome	chromium	science			chrome (Cr) a 24 protons	chromium (Cr) has 24 protons
cicatrice	scar	noun			sa joue a une cicatrice	her cheek has a scar
ciel	sky	noun			de voler dans le ciel	to fly into the sky
cigarette	cigarette	noun			fumer une cigarette	smoke a cigarette
cil	eyelash	noun			cils noirs	black eyelashes
ciment	cement	noun			des pierres et du ciment	stones and cement
cinéma	cinema	noun			Je vais au cinéma	I am going to a cinema
cinq	five	adjective		The number 5	cinq bouteilles	Five bottles
cinq personnes	five persons	adjective			cinq personnes sont à venir	five persons are coming
cinquante	fifty	adjective		the number 50	cinquante bouteilles	fifty bottles
circonstance	circumstance	noun			mes circonstances sont difficiles	my circumstances are difficult
circulation	traffic	noun			feu de circulation	traffic light
ciseaux	scissors	noun			me donner des ciseaux	give me the scissors
citoyen	citizen	noun		a member of a country community	Je suis un citoyen	I am a citizen
citron vert	lime	noun			jus de citron vert	lime juice
civilisé	civilized	adjective			un monde civilisé	a civilized world
clairement	clearly	adverb			vous voyez clairement	you see it clearly
clavier	keyboard	noun			appuyez sur "k" sur le clavier	press "k" on the keyboard
clé	key	noun			porte et la clé	door and key
clémence	leniency	noun			lui montrer la clémence	show him leniency
cliquer	click	verb			cliquez ici	click here
cloche	bell	noun			cloche de l'école	school bell
clôture	fence	noun			derrière une clôture	behind a fence
coaltar	coaltar	noun			coaltar chaude	hot coaltar
cobalt	cobalt	science			cobalt (Co) a 27 protons	cobalt (Co) has 27 protons
cobra	cobra	noun			Black Cobra	black cobra
code	code	noun			d'écrire du code	to write code
coiffures	headgear	noun			mettre sur coiffures	put on headgear
coins	corners	noun			tous les coins du monde	all corners of the world
colère	anger	noun			calmer votre colère	calm your anger
collier	necklace	noun			collier d'ivoire	ivory necklace
colline	hill	noun			sommet de la colline	hill top
colombe	dove	noun			colombe blanche	white dove
colonne vertébrale	spine	noun			l'oreille, le nez et la colonne vertébrale	ear, nose and spine
colorant	dye	noun			colorant noir	black dye
combien	how much	adjective			combien est-il?	how much is it?
commande	command	noun			lui donner une commande	give him a command
commander	command	verb			pour commander un soldat	to command a soldier
comme	like	adverb			il se sent comme fufu	it feels like fufu
comme	as	adverb			comme il est	as it is
comme celle-ci	such as this	exclamation			une personne comme celle-ci!	a person such as this!
commencer	start	verb			commencer de bonne heure	to start early
commencer	begin	verb			commencer à manger	start eating
comment	how	adverb			comment manger	how to eat
comment allez-vous	how are you	phrase			comment allez-vous?	how are you?
commerçant	trader	noun			Je suis un commerçant	I am a trader
commerce	trade	noun		the exchange of products and services	un bon commerce	a good trade
communauté	community	noun			d'intégrer une nouvelle famille dans la communauté	to integrate a new family into the community
compétence	skill	noun			elle a de bonnes compétences	she has good skills
compétition	competition	noun			compétition de football	football competition
comportement	behaviour	noun			comportement normal	normal behaviour
comprendre	understand	verb			de comprendre quelque chose de très bien	to understand something very well
compte	account	noun		a description of events	compte bancaire	bank account
compter	count	verb			compter de l'argent	count money
comptes	accounts	noun			elle a fait les comptes	she made accounts
concubine	concubine	noun			Yaa est ma concubine	Yaa is my concubine
conducteur	driver	noun			le conducteur a freiné	the driver has braked
conduire	lead	verb			nous conduire	lead us
conduire	drive	verb			conduire une voiture	drive a car
conférence	conference	noun			nous allons à la conférence	we are going to the conference
confiance	confidence	noun			Je fais confiance	I have confidence
confort	comfort	noun			me donner le confort	give me comfort
Congo	Congo	noun			aller au Congo	go to Congo
connaissance	knowledge	noun			toutes les connaissances dans le monde	all knowledge in the world
connaître	know	verb			je la connais	I know her
conscience	conscience	noun			votre conscience	your conscience
conseiller	councillor	noun			elle est un conseiller	she is a councillor
conseiller	advise	verb			Samia conseille Olu	Samia advises Olu
conseils	advice	noun			un prêtre a des conseils	a priest has advice
conséquence	consequence	noun			ses conséquences	its consequences
conservateur	preservative	noun			il n'a pas de conservateurs dans ce	it has no preservatives in it
consolation	consolation	noun			amour et la consolation	love and consolation
constituer	consist	verb		to be made up of	l'eau est constitué d'hydrogène et d'oxygène	water consists of hydrogen and oxygen
construire	build	verb			construire une maison	build a house
continent	continent	noun			Continent africain	African continent
continuer	continue	verb			continuer le travail	continue the work
copernicium	copernicium	science			copernicium (Cn) a 112 protons	copernicium (Cn) has 112 protons
coquille	shell	noun			coquille d'un crabe	shell of a crab
Coran	koran	noun			la Bible et le Coran	the Bible and the Koran
corbeau	crow	noun			un corbeau noir	a black crow
corde	rope	noun		a thick string usually made by twisting together smaller pieces of string	une longue corde	a long rope
corne	horn	noun		bony part of an animal	La corne de chèvre	a goat's horn
corne de guerre	warhorn	noun			coup de corne de guerre	blow the warhorn
corps	body	noun			une personne est corps, âme et esprit	a person is body, soul and spirit
corsage	bodice	noun			elle porte un corsage	she wears a bodice
costume	suit	noun			elle porte un costume	she wears a suit
côte	coast	noun			Côte d'or	gold coast
Côte d'Ivoire	Cote d'Ivoire	noun			aller à la Côte d'Ivoire	go to Cote d'Ivoire
coton	cotton	noun			coton humide	wet cotton
cou	neck	noun			le lien pend à son cou	the tie hangs on his neck
coucher du soleil	sunset	noun			du lever au coucher du soleil	from sunrise to sunset
coudre	sew	verb			coudre le tissu	sew cloth
couler	sink	verb			le bateau coule	the boat is sinking
couleur	colour	noun			sept couleurs	seven colours
coup	blow	noun			lui donner un coup	give him a blow
couper	cut	verb			couper le gâteau en deux	to cut the cake in two
cour	yard	noun			grande cour	big yard
courage	courage	noun			elle a du courage	she has courage
courageux	brave	adjective			homme courageux	brave man
coureur de jupons	philanderer	noun			vous avez fait vous-même un coureur de jupons	you have made yourself a philanderer
courir	run	verb			à courir comme un lièvre	to run like a hare
couronne	crown	noun			de porter la couronne	to wear the crown
course	race	noun			une course	run a race
coût	cost	noun			prix = coût + profit	price = cost + profit
couteau	knife	noun			aiguiser un couteau	sharpen a knife
coutelas	cutlass	noun			me donner le coutelas	give me the cutlass
coutume	custom	noun			l'amour est une bonne coutume	love is a good custom
couvercle	lid	noun			un couvercle de tasse	lid of a cup
couverture	blanket	noun			couverture humide	wet blanket
covetuousness	covetuousness	noun			covetuousness n'est pas bon	covetuousness is not good
crabe	crab	noun			soupe de crabe	crab soup
crâne	skull	noun			mon crâne	my skull
cravate	tie	noun		a necktie	la cravate pend à son cou	the tie hangs on his neck
crayon	pencil	noun			crayon et plume	pencil and pen
créateur	creator	noun			dieu créateur	creator god
création	creation	noun			toute la création	all creation
créer	create	verb			créer quelque chose de nouveau	create something new
creuser	dig	verb			de creuser un trou	to dig a hole
crevette	shrimp	noun			quatre crevettes	four shrimps
crier	shout	verb			à crier à l'aide	to shout for help
crier	yell	verb			nous crierons	we will yell
cristal	crystal	noun			un beau cristal	a beautiful crystal
crocodile	crocodile	noun			un crocodile aime l'eau	a crocodile likes water
croire	believe	verb			croire Kofi	believe Kofi
croix	cross	noun			la croix du Christ	the cross of Christ
croupe	rump	noun			regarder sa croupe	look at his rump
cube	cube	noun			un cube de sucre	a cube of sugar
cuillère	spoon	noun			seize cuillères	sixteen spoons
cuire	cook	verb			cuire un peu de riz	cook a little rice
cuire	bake	verb			cuire le pain	bake bread
cuisine	kitchen	noun			Je suis dans la cuisine	I am in the kitchen
cuisse	thigh	noun			cuisse de poulet	chicken thigh
cuivre	copper	science			cuivre (Cu) a 29 protons	copper (Cu) has 29 protons
culture	culture	noun			la culture de mon école	the culture of my school
curium	curium	science			curium (Cm) a 96 protons	curium (Cm) has 96 protons
cymbale	cymbal	noun			jouer les cymbales	play the cymbals
dame	lady	noun			Madame Danso	Lady Danso
