amashumi ayisishiyagalolunye	ninety	adjective		the number 90	amabhodlela angamashumi ayisishiyagalolunye	ninety bottles
amashumi ayisishiyagalombili	eighty	adjective		the number 80	amabhodlela angamashumi ayisishiyagalombili	80 bottles
amashumi ayisiskhombisa	seventy	adjective		the number 70	amabhodlela angamashumi ayisikhombisa	seventy bottles
amashumi ayisithupha	sixty	adjective		the number 60	amabhodlela angamashumi ayisithupha	sixty bottles
amukela	accept	verb			mamukele	accept her
anti	aunt	noun		female relative of your mother	u-Anti Ama	Aunt Ama
April	April	noun			uApril unezinsuku ezingu 30	April has 30 days
athomu	atom	science			i-athomu inenyukleyasi kanye nama elekhthroni	an atom has a nucleus and electrons
awekho amandla	weak	adjective			anginawo amandla	I am weak
ayoni	iron	science			i-ayoni (F) inamaphrotoni angu 26	iron (Fe) has 26 protons
baba	father	noun			ingane kababa ngeyakithi	my father's child is my sibling
bala	count	verb			bala imali	count money
banda	cold	adjective			amanzi abandayo	cold water
bhaka	bake	verb			bhaka isinkwa	bake bread
bhakede	pail	noun			ibhakede kanye nensipho	pail and soap
bhala	write	verb			ukubhala incwadi	to write a letter
bhande	belt	noun			ibhande elimnyama	black belt
bhasi	bus	noun			ositopho sebhasi	bus stop
bhayoloji	biology	noun		the study of living things	sifunda ibhayoloji	we are learning biology
bheriliyamu	beryllium	science			i-bheriliyamu (Be) linamaphrothoni amane	beryllium (Be) has 4 protons
bhethri	battery	noun			i-bhethri entsha	a new battery
bhishi	beach	noun			isihlabathi sasebhishi	beach sand
bhodisi	bodice	noun			yena ugqoka ibhodisi	she wears a bodice
bhodwe	pot	noun			ibhodwe lensimbi	metal pot
bhoron	boron	science			i-bhoron(B) inamaphrothoni amahlanu	boron (B) has 5 protons
bhubesi	lion	noun			ibhubesi lidla inyama	a lion eats flesh
bingelela	greet	verb			bingelela uAma	greet Ama
biza	call	verb			ukubiza umfana	to call the boy
blog	blog	noun			i-blog yokudla	food blog
boleka	borrow	verb			boleka imali	borrow money
boleka	lend	verb			boleka mina incwadi	lend me this book
bomvu	red	adjective			izindebe ezibomvu	red lips
bona	them	pronoun			babonise bona	show them
bona	they	pronoun		used to indicate people, or things, previously mentioned	bona bayadla	they eat
bonga	thank	verb			ukubonga ubaba wakho	to thank your Father
buhlungu	pain	noun			ubuhlungu bulapha	the pain is here
buka	watch	verb			ikubuka ibhola	to watch football
buka	see	verb			ngibuka izipoki	to see ghosts
buka	look	verb			buka umfana	look at the boy
bulala	kill	verb			ukubulala imbuzi	to kill a goat
busuku	night	noun			sekugamenxe u 8 ebusuku	8 o'clock in the night
buya	return	verb			buya ekhaya	to return home
buyisa	bring	verb			uzoyibuyisa incwadi	he will bring a book
cabanga	think	verb			ngicabanga ukuthi ...	I think that ...
cebo	plan	verb			ikhanda elilodwa alikwazi ukwenza icebo	one head does not plan
cela	ask	verb			cela u Kofi	to ask Kofi
cha	no	exclamation			ngithi cha	I say no
cindezela	click	verb			cindezela lapha	click here
cula	sing	verb			ukucula ingoma emnandi	to sing a sweet song
daka	mud	noun			geza udaka	wash the mud
dansa	dance	verb			ukudansiswa yinjabulo	to dance with joy
dikhagoni	decagon	noun			idikhagoni inama-engele ayishumi	a decagon has ten angles
Disemba	December	noun			uDisemba unezinsuku ezingu 31	December has 31 days
dlala	play	verb			siyadlala	we are playing
dodi	junk	noun			kukhona udodi ekamelweni	there is junk in the room
dolo	knee	noun			amadolo ami	my knees
donsa	pull	verb			donsa intambo	to pull the rope
eCameroon	Cameroon	noun		A country in Africa	iya eCameroon	go to Cameroon
eCongo	Congo	noun			ukuya eCongo	go to Congo
eCote d'Ivoire	Cote d'Ivoire	noun			ukuya eCote d'Ivoire	go to Cote d'Ivoire
eGhana	Ghana	noun		a country in Africa	abantu abaphuma eGhana babizwa amaGhanaians	people from Ghana are called Ghanaians
eKenya	Kenya	noun		A country in Africa	iya eKenya	go to Kenya
ekuseni	morning	noun			ekuseni kakhulu	early morning
embi	bad	adjective			inja embi	bad dog
emini	daybreak	noun			emini nasebusuku	daybreak and nightfall
eNigeria	Nigeria	noun		A country in Africa	iya eNigeria	go to Nigeria
eposini	post office	noun			ngiya eposini	I am going to the post office
eshuwi	ouch	exclamation			eshuwi! kubuhlungu	Ouch! It hurts
esontweni	church	noun			hamba esontweni	go to church
eTogo	Togo	noun		A country in Africa	iya eTogo	go to Togo
Febhewari	February	noun			uFebhewari unezinsuku ezingu 28 noma 29	February has 28 or 29 days
fika	land	verb		to touch down	indiza iyafika	the aeroplane has landed
fikisa	deliver	verb		send to someone	fikisa imali kimina	deliver money to me
filimu	film	noun			ubumba lwefilimu	cast of a film
fisikis	physics	noun		the study of the laws of the universe	sifunda i-fisikis	we are learning physics
florin	fluorine	science			iflorin (F) inamaphrothoni ayisishiyagalolunye	fluorine (F) has 9 protons
fosiforasi	phosphorus	science			i-fosiforasi (P) inamaphrothons ayishumi nesihlanu	phosphorus (P) has 15 protons
fulawa	flour	noun			ufulawa wombila	corn flour
fulegi	flag	noun			ifulegi eliphuzi	yellow flag
funa	want	verb			ngifuna amabhuku amane	I want four books
funda	read	verb			ukufunda incwadi	to read a book
funda	learn	verb			bafunda ulwimi lwethu	they learn a language
fundisa	teach	verb			ukufundisa izibalo	to teach mathematics
galaji	garage	noun			igalaji lemoto	car garage
gcwele	full	adjective			ibhakede ligcwele	full bucket
geza	wash	verb			geza izingubo	wash clothes
geza	bath	verb			ukugeza njalo ekuseni	to bath each morning
gijima	run	verb			gijimisa okukanogwaja	to run like a hare
gogo	old lady	noun			ugogo wami	my old lady
goli	goal	noun			umphumela wegoli	score a goal
gong gong	gong gong	noun			dlala i-gong gong	play the gong gong
goqa	fold	verb			ukugoqa ingubo kamama	to fold mother's cloth
gumbi lokulala	bedroom	noun			indlu inamagumbi amabili okulala	the house has two bedrooms
gxumela	jump	verb			gxumela ibonda	to jump a wall
habhu	melon	noun			i-habhu eliluhlaza	green melon
hamba	walk	verb			ukuhamba kancane	to walk slowly
hamba	go	verb			hamba esikolweni	to go to school
hayi bo	oh	exclamation			hayi bo sisi!	oh my sister!
hewu	wow	exclamation			hewu! ngiyabonga	wow! thank you!
hlala	sit	verb			hlala lapha	to sit here
hlala	live	verb			sihlala lapha	we live here
hlangana	meet	verb			hlangana nami ekhaya	meet me at home
hlanza	vomit	noun			amahlanza enja	dog's vomit
hlathi	forest	noun			izilwane zisehlathini	animals in the forest
hleka	laugh	verb			uyahleka	he is laughing
hlukanisa	share	verb			hlukanisa ukudla	share the food
hlukanisa	divide	verb		separate into parts	hlukanisa isinkwa	divide the bread
hlukanisa	division	noun			2/1=2;lokhu wukuhlukanisa	2/1 = 2; this is division
hlukanisa	split	verb			hlukanisa kabili	split in two
hlupheka	poor	adjective			izwe elihluphekile	a poor country
humusha	version	noun			ukuhumusha kuphi?	which version?
i-ebola	ebola	noun			i-ebola yisifo	ebola is a disease
i-elekhthroni	electron	science			i-elekhthroni inoshaji ka -1	an electron has a charge of -1
i-email	email	noun			bhala i-email	print the email
i-hayidrojini	hydrogen	science			i-hayidrojini (H) ineprothoni elilodwa	hydrogen (H) has 1 proton
i-okhsijini	oxygen	science			i-okhsijini (O) inamaphrothoni angu 8	oxygen (O) has 8 protons
i-violet	violet	adjective			izimbali ezi-violet	violet flowers
iBenin	Benin	noun		A country in Africa	ukuya iBenin	go to Benin
ibhakede	bucket	noun			ibhakede liyavuza	the bucket leaks
ibhaluni	balloon					two balloons
ibhange	bank	noun			imali yami isebhange	my money is at the bank
ibhanoyi	plane			aeroplane, airplane		board a plane
ibhayisikili	bicycle	noun			ibhayisikili entsha	new bicycle
ibhayisikili	bicycle					new bicycle
ibhayisikobho	cinema	noun			ngiyahamba ngiya ebhayisikobho	I am going to a cinema
ibhizinisi	business	noun			ibhizinisi kanye nezombusazwe	business and politics
ibhodlela	bottle	noun			amabhodlela amahlanu	five bottles
ibhodlela	bottle					five bottles
ibhokisi	box					box A is bigger than box B
ibhokisi	box	noun			ibhokisi A likhulu kunebhokisi B	box A is bigger than box B
ibhola	ball					play ball
ibhola	ball	noun			sidlala ibhola	play ball
ibhola lezinyawo	soccer	noun			umncintiswano webhola lezinyawo	football competition
ibhrinjali	eggplant	noun			isitshulu sebhrinjali	eggplant stew
ibhuku	book					this book
iblowfly	blowfly	noun			amablowflies ayacika	blowflies are annoying
iBurkina Faso	Burkina Faso	noun			ukuya iBurkina Faso	go to Burkina Faso
icansi	mat	noun			ndlala phansi icansi	spread out a mat
ichibi	lake	noun			ichibi liphuphumile	the lake has overflowed
icilingo	bell	noun			icilingo lesikole	school bell
iculo	song	noun			ukudlala iculo	play a song
idada	duck	noun			idada elimhlophe	white duck
idili	party	noun			ngiyahamba ngiya edilini	I am going to a party
idlu yokuphumula	hall	noun			sihleli ngasendlini yokuphumula	we are sitting in the hall
idolobha	town	noun			hamba edolobheni	go into town
idolobha	city	noun			idolobha elikhulu	a large city
idube	zebra	noun			amadube ayisikhombisa	seven zebras
ifa	inheritance	noun			cela ifa lakho	claim your inheritance
ifu	cloud					a white cloud
ifu	cloud	noun			ifu elimhlophe	a white cloud
igagasi	wave	noun			amagagasi ayaphula	the waves are breaking
igama	name	noun			igama lami	my name
igazi	blood	noun			amanzi ne igazi	water and blood
igceke	yard	noun			igceke elikhulu	big yard
igceke	backyard	noun			igceke likhule kakhulu	the backyard is overgrown
igeja	hoe	noun			igeja kanye nesakabula	hoe and cutlass
igiya lasekhanda	headgear	noun			faka igiya lasekhanda	put on headgear
igobolondo	shell	noun			igobolondo lenkalankala	shell of a crab
igolide	gold	noun			amakha kanye negolide	fragrance and gold
igolide	gold	science			igolide (Au) linamaprothons angu 79	gold (Au) has 79 protons
igquma	hill	noun			ngaphezulu kwegquma	hill top
igumbi	room	noun			ulele egumbini lakhe	she is sleeping in the room
igundane	rat	noun			igundane elikhulu	a big rat
igundwane	mouse	science			igundwane lekhompyutha	computer mouse
igundwane	mouse	noun			igundwane elikhulu	a big mouse
ihashi	horse	noun			ihashi elimhlohe	white horse
ihekhsagoni	hexagon	noun		a polygon with six angles	ihekhsagoni inamakhona ayisisthupha	a hexagon has six angles
ihembe	shirt	noun			yena ugqoke ihembe	she is wearing a shirt
ihhoko	coop	noun			ihhoko lezinkukhu	hen coop
ihhovisi	office	noun			ihhovisi lika mama wami	the office of my mother
ihiliyamu	helium	science			ihiliyamu (He) inamaphrothoni amabili	helium (He) has 2 protons
ihlathi	bush	noun			hamba ehlathini	go into the bush
ihlaya	joke	noun			ngitshele ihlaya	tell me a joke
ihlombe	shoulder	noun			ima emahlombe ami	stand on my shoulders
ihora	hour	noun			amahora ayishumi	ten hours
ihotela	hotel	noun			ulala ehotela	she sleeps at a hotel
ijazi	coat	noun			yena ugqoka ijazi	she is putting on a coat
ijele	prison	noun			hamba ejele	go to prison
ijuba	dove	noun			ijuba elimhlophe	white dove
ikamela	camel	noun			amakamela ayisithupha	six camels
ikati	cat	noun			ikati linomsila	a cat has a tail
iketanga	chain	noun			yena uphule amketanga ami	she has broken my chains
ikethululo	favouritism	noun			yeka inkethululo	stop the favouritism
ikhabhoni	carbon	science			ikhabhoni (C) inamaphrothoni ayisithupha	carbon (C) has 6 protons
ikhala	nose					ear and nose
ikhalenda	calendar	noun			ikhalenda entsha	a new calendar
ikhalisiyamu	calcium	science			ikhalisiyamu (Ca) inamaphrothoni angamashumi amabili	calcium (Ca) has 20 protons
ikhamera	camera	noun			ingilasi yekhamera	lens of a camera
ikhaphethe	carpet	noun			ikhaphethe entsha	new carpet
ikhekhe	cake	noun			sizolidla ikhekhe	we will eat the cake
ikheli	address	noun			ikheli lakho	your address
ikhokho	cocoa	noun			isihlahla sekhokho	cocoa tree
ikholanda	collander	noun			sebenzisa ikholada ukuvova ulayisi	use the collander to drain the rice
ikhompyutha	computer	noun			ikeyboard ye khompyutha	computer keyboard
ikhona	angle	noun		the length of turn between two straight lines that meet	amakhona amabili	two angles
ikhono	skill	noun			yena mahle amakhono akhe	she has good skills
ikhukhu	pocket	noun			akukho lutho phakathi kwekhukhu lami	nothing inside my pocket
ikhulu	hundred	adjective		the number 100	amabhodlela ayikhulu	hundred bottles
ikhwapha	armpit	noun			ikhwapha elinukayo	smelly armpit
ikhwela	whistle	noun			shaya ikhwela	play the whistle
iklabishi	cabbage	noun		a leafy vegetable	isobho leklabishi	cabbage stew
ikusasa	future	noun			ngibona umcebo kwikusasa lakho	I see luxury in your future
ilanga	sun					the sun is shining
ilanga	sun	noun			ilanga libalele	the sun is shining
ilula	lightweight	adjective			incwadi ilula	the book is lightweight
ima	stand	verb			ima kancane	to stand slowly
imali	cash	noun			nginayo imali	I have cash
imanzi	wet	adjective			ingubo emanzi	wet blanket
imbali	flower	noun			imbali enhle	pretty flower
imbali	flower					pretty flower
imbangi	rival	noun			yena uyimbangi yami	she is my rival
imbasa	star					plenty of stars
imbilapho	groin	noun			imbilapho yendoda	groin of a man
imbizana	jar	noun			izimbizana eziyisikhombisa	seven jars
imbizi	goat	noun			imbuzi kanye nemvu	a goat and a sheep
imfene	monkey	noun			imfene ithanda obhanana	a monkey likes bananas
imfimva	fever	noun			yena unemfiva	she has a fever
imfologo	fork					fork and knife
imfologo	fork	noun			imfologo nomese	fork and knife
imfumbe	riddle	noun			indida kanye nezimfumbe	puzzles and riddles
imfundo	education	noun			impilo kanye nemfundo	health and education
imicabango	thought	noun			imicabango yakho	your thoughts
iminyaka	age	noun			iminyaka yakho	your age
imiphumela	consequence	noun			yimiphumela	its consequences
imoto	car	noun			shayela imoto	drive a car
imoto	car					drive a car
impi	battle	noun			siya empini	we are going to battle
impikiswano	rivalry	noun			yekani impikiswano	stop the rivalry
impilo	health	noun			ukudla kuphana ngempilo	food gives health
impisi	wolf	noun			izimpisi ezimbili	two wolves
impompi	tap	noun			vula impompi	open the tap
impuco	razor	noun			lola impuco	sharpen the razor
impukane	fly	noun			ndizani zimpukane	a fly flies
impukane ejwayelekile	housefly	noun			impukane ejwayelekile iphatha azifo	a housefly can carry disease
impumulo	nose	noun			indlebe kanye nempumulo	ear and nose
imvu	sheep	noun			inyama ya imvu	sheep meat (i.e. mutton)
imvubu	hippopotamus	noun		also called a hippo	imvubu inesisu esikhulu	a hippopotamus has a big stomach
imvuselelo	revival	noun			ifikile imvuselelo edolobheni	revival has come to town 
inani	price	noun			liyimalini inani?	how much is the price?
incwadi	letter	noun			ukubhala incwadi	to write a letter
indalo	creation	noun			yonke indalo	all creation
indawo	place	noun			indawo yiphi?	which place?
indawo yokudlela	restaurant	noun			indawo entsha yokudlela	a new restaurant
indida	puzzle	noun			indida kanye nezimfumbe	puzzles and riddles
indigo	indigo	adjective			ingubo e-indigo	indigo cloth
indingilizi	circle	noun		a circle has an infinite number of angles	izindingilizi ezintathu	three circles
indiza	aeroplane	noun			izindiza ezimbili	two aeroplanes
indiza	plane	noun		aeroplane, airplane	ukugibela indiza	board a plane
indlala	hunger	noun			indlala kanye no koma	hunger and thirst
indlebe	ear	noun			indlebe kanye no empumulo	ear and nose
indlovu	elephant	noun			indlovu inkulu kakhulu	an elephant is very big
indlovukazi	queen	noun			yena uyindlovukazi	she is a queen
indlu yangasese	toilet	noun			hamba uye endlini yangasese	go to the toilet
indlu yangasese	bathroom	noun			hamba endlini yangasese	go to the bathroom
indlulamithi	giraffe	noun			indlulamithi yisilwane	a giraffe is an animal
indoda	man	noun			indoda ende	a tall man
indoda	man					a tall man
indodakazi	daughter	noun		female child	indodakazi yami	my daughter
indodana	son	noun		male child	indodana yami yodwa	my son
induku	stick	noun			phula induku	break the stick
indumezulu	famous	adjective			umuntu oyindumezulu	famous person
indumiso	praise	noun			yena ufanele indumiso	she deserves praise
indwangu	cloth	noun			gqoka indwangu	wear cloth
indwangu	fabric	noun			ngithengele indwangu	buy fabric for me
ingalo	arm	noun			phakamisa ingalo yakho	lift up your arm
ingane	baby	noun			ngi ne ingane	I have a baby
ingane	child	noun			ingane kamama wami ngeyakithi	my mother's child is my sibling
ingane yasekhaya	sibling	noun			ingane kamama ngeyasekhaya	my mother's child is my sibling
inganekwane	fable	noun			omunye akakholelwa kwizinganekwane	one does not believe fables
ingqondo	mind	noun			ingqondo yakhe	her mind
ingquza	vagina	noun			awusho ukuthi 'ingquza' esidlangalaleni	you don't say 'vagina' in public
ingubo	blanket	noun			ingubo emanzi	wet blanket
ingubo	blanket					wet blanket
ingubo	dress	noun			ingubo eluhlaza	blue dress
ingulule	cheetah	noun			ingulule yisilwane	a cheetah is an animal
ingwe	tiger	noun			ingwe enkulu	a large tiger
ingwejeje	squirrel	noun			ingwejeje ithanda ukudla amankinati	a squirrel likes palm nuts
ingwenya	alligator	noun			ingwenya inomsila	an alligator has a tail
ingwenya	crocodile	noun			ingwenya ithanda amanzi	a crocodile likes water
ingxabano	quarrel	noun			ingxabano enkulu	a big quarrel
inhlakanipho	wisdom	noun			amandla kanye no enhlakanipho	strength and wisdom
inhlamvu yeso	eyeball	noun			iso kanye nenhlamvu yeso	eye and eyeball
inhlangano	association	noun			yiza kwinhlangano yombutho wabesilisa	come to the men's association meeting
inhlanzi	fish	noun			inhlanzi ecwiliswe emafutheni	fried fish
inhlanzi	fish					fried fish
inhliziyo	heart	noun			inhliziyo enhle	good heart
inhlonipho	respect	noun			khombisa inhlonipho	show respect
inhlupheko	suffering	noun			ukwesaba kanye nenhlupheko	fear with suffering
inja	dog	noun			inja iyakhonkotha	a dog barks
injabulo	exultation	noun			amaculo enjabulo	songs of exultation
injabulo	happiness	noun			injabulo isifikile	happiness has arrived
inkalankala	crab	noun			isobho lenkalankala	crab soup
inkanyezi	star	noun			izinkanyezi eziningi	plenty of stars
inkazimulo	glory	noun			inkazimulo yesintu	glory of humankind
inkezo	spoon	noun			izinkezo eziyishumi nesithupha	sixteen spoons
inkohlakalo	wickedness	noun			ukuncishana kwakho kanye nenkohlakalo yakho	your stinginess and your wickedness
inkohlakalo	evil	noun			yinkohlakalo yiphi lena?	which evil is this?
inkomishi	cup					tea cup
inkomo	cow	noun			inyama yenkomo	cow meat; beef
inkomoshi	cup	noun			inkomishi letiye	tea cup
inkosi	king	noun			uyinkosi	he is a king
inkukhu	chicken	noun			inyama yenkukhu	chicken meat
inkululeko	freedom	noun			inkululeko kanye nobulungiswa	freedom and justice
inkulungwane	thousand	adjective		the number 1000	inkulungwane yamambhodlela	thousand bottles
inkundla yomthetho	court	noun			ngiya enkundleni yomthetho	I am going to court
inqe	vulture	noun			inqe yinyoni	a vulture is a bird
inqubekela phambili	progress	noun			ngibona inqubekela phambili	I see progress
insipho	soap	noun			ubhakede kanye nensipho	pail and soap
inso	kidney	noun			ikati linenso	a cat has a kidney
insumansumane	story	noun			ngixoxele insumansumane	tell me a story
intaba	mountain	noun			isiqongo sentaba	mountain peak
intando	will	noun			intando kankulunkulu	God's will
intatheli	journalist	noun			siyizintatheli	we are journalists
inthanethi	internet	noun			isixhumanisi se-inthanethi	internet link
into	thing	noun		a reference to an unnamed object	into; izinto	the thing; the things
intombazane	girl	noun			intombazane ende	tall girl
intshebe	beard	noun			intshebe ende	long beard
intuthu	smoke	noun			bodla intuthu	belch smoke
intuthwane	ant	noun			izinkulungwane zezintuthwane	thousands of ants
intwabi	hiccups	noun			yena iphethwe yintwabi	he has got the hiccups
inyama	flesh	noun			inyama kanye no egazi	flesh and blood
inyama	meat	noun			inyama ya imbuzi	goat meat
inyama yenkukhu	goosebumps	noun			nginenyama yenkukhu	I have got goosebumps
inyamazane	deer	noun			ibhubesi lithanda inyama yenyamazane	a lion likes deer meat
inyanga	moon					moon and stars
inyanga	moon	noun			inyanga kanye nezinkanyezi	moon and stars
inyoka	snake	noun			inyoka ayinayo imilenze	a snake has no legs
inyoni	bird	noun			inyoni iyandiza	a bird flies
inyosi	bee	noun			izinyosi eziningi	many bees
inyuvesi	university	noun			inyuvesi yase Legon	Legon University
inzalo	interest	noun			inzalo yemalimboleko	loan interest
inzondo	hatred	noun			inzondo ayinalo ikhambi	hatred has no cure
inzondo	enmity	noun			inzondo enkulu	great enmity
ipensele	pencil					pencil and pen
ipenseli	pencil	noun			ipenseli kanye nepeni	pencil and pen
iphalamende	parliament	noun			mkhetheni ukuze ahambe ephalamende	elect her to go to parliament
iphela	cockroach	noun		also known as a roach (American English)	ngibona iphela	I see a cockroach
iphiko	wing	noun			ijuba limaphiko	a dove has wings
iphimbo	voice	noun			thambisa iphimbo lakho	soften your voice
iphiza	pizza	noun			amaphiza amahlanu	five pizzas
iphunga	smell	noun			nginukelwa yiphunga	I sense a smell
iphunga	fragrance	noun			iphunga le-sheabutter	the fragrance of sheabutter
ipulazi	farm	noun			ipulazi lekhokho	cocoa farm
ipuleti	plate					wash your plate
iqabi	leaf	noun			iqabi luluhlaza	green leaf
iqabunga	leaf	noun			iqabunga luluhlaza	green leaf
iqanda	zero	adjective		A number that indicates nothingness; 0	kusuka kwiqanda kuze kufike kwisishiyagalolunye	From zero to nine
iqanda	egg	noun			iqanda lenkukhu	chicken egg
iqanda	egg					chicken egg
iqembu	group	noun			masiqaleni iqembu	let us found a group
iqhawe	warrior	noun			iqhawe lasemandulo	warrior of antiquity
iqhude	cockerel	noun			iqhude liyamemeza	a cockerel is crowing
isaka	sack	noun			isaka lamalahle	sack of charcoal
isakabulo	cutlass	noun			ngiphe isakabulo	give me the cutlass
isakhamuzi	citizen	noun		a member of a country community	mina ngiyisakhamuzi	I am a citizen
isambulela	umbrella	noun			hlala ngaphansi kwesambulela	sit under the umbrella
isambulo	revelation	noun			ubenesambulo	he had a revelation
isandla	hand	noun			phakamisa isandla	lift up your hand
isandulelo	preface	noun			isandulelo ncwadi	book preface
isaqathi	carrot	noun			izaqathi ezine	four carrots
isayensi	science	noun		the systematic study of the world using observation and experiment	thina sifunda isayensi	we are learning science
iselula	phone					her phone
iseluleko	advice	noun			umpristi unaso iseluleko	a priest has advice
isembatho	attire	noun			isembatho sakho sihle	your attire is beautiful
isexwayiso	warning	noun			lalela isexwayiso	listen to the warning
isheki	cheque	noun			bhala isheki	write a cheque
isho	say	verb			ngisho ukuthi yebo	I say yes
ishumi	ten	adjective		the number 10	amabhodlela ayishumi	ten bottles
ishumi nambili	twelve	adjective		the number 12	amabhodlela ayishumi nambili	twelve bottles
ishumi nane	fourteen	adjective		the number 14	amabhodlela ayishumi nane	fourteen bottles
ishumi nantathu	thirteen	adjective		the number 13	amabodlela ayishumi nantathu	thirteen bottles
ishumi nanye	eleven	adjective		the number 11	amabhodlela ayishumi nanye	eleven bottles
ishumi nesihlanu	fifteen	adjective		the number 15	amabhodlela ayishumi nesihlanu	fifteen bottles
ishumi nesikhombisa	seventeen	adjective		the number 17	amabhodlela ayishumi nesikhombisa	seventeen bottles
ishumi nesishiyagalolunye	nineteen	adjective		the number 19	amabhodlela ayisishiyagalolunye	nineteen bottles
ishumi nesishiyagalombili	eighteen	adjective		the number 18	amabhodlela ayishumi nesishiyagalombili	eighteen bottles
ishumi nesithupha	sixteen	adjective		the number 16	amabhodlela ayishumi nesithupha	sixteen bottles
isi-Igbo	Igbo	noun			ulwimi lwesi Igbo	Igbo language
isibankwa	lizard	noun			isibankwa sidla utshani	a lizard eats grass
isibazi	scar	noun			isihlathi sakhe sinesibazi	her cheek has a scar
isibeletho	womb	noun			isibeletho sowesifazane	female's womb
isibhakabhaka	sky	noun			ukundizela esibhakabhakeni	to fly into the sky
isibhedlela	hospital	noun			hamba esibhedlela	go to a hospital
isibindi	brave	adjective			indoda enesibindi	brave man
isibindi	courage	noun			yena unesibindi	she has courage
isibukeli	spectator	noun			ababukeli	the spectators
isibuko	mirror	noun			isibuko esikhulu	big mirror
isibusiso	blessing	noun			isibusiso somdali	God's blessing
isicabucabu	spider	noun			ulwembu lwesicabucabu	spider's web
isicathulo	shoe			footwear that covers all of the foot		wear your shoes
isicathulo	shoe	noun		footwear that covers all of the foot	gqoka izicathulo zakho	wear your shoes
isicelo	application	noun			isicelo somsebenzi	job application
isichazamazwi	dictionary	noun			isichazamazwi sezithombe	picture dictionary
isidumbu	corpse	noun			isidumbu siyabola	the corpse is rotting
isifakwandlebeni	earpiece	noun			isifakwandlebeni esisha	new earpiece
isifo	disease	noun			yelapha isifo	heal disease
isifuba	chest	noun			izinwele zesifuba	chest hair
isifumbathiso	bribe	noun			ufuna isifumbathiso	he wants a bribe
isigaba	class	noun		academic stage in a school	yena wenza isigaba sesibili	he is in class 2
isiGaDangme	GaDangme	noun		Ga. A West African people; their language	mina ngikhuluma isiGaDangme	I speak GaDangme
isigayo	pestle	noun			isigayo kanye nesiguqo	pestle and mortar
isiGbe	Gbe	noun			ulwimi lwesiGbe	Gbe language
isigebengu	thief	noun			yena akasisona isigebengu	he is not a thief
isigodi	valley	noun			amagquma nezigodi	hills and valleys
isigqoko	hat	noun			yena ugqoke isigqoko	he is wearing a hat
isigubhu	drum	noun			ngizwa izigubhu	I hear the drums
isigubhu esikhulumayo	talking drum	noun			izigubhu ezikhulumayo ezine	four talking drums
isigwebo	judgement	noun			siphi isigwebo	which judgement?
isiHausa	Hausa	noun			ulwimi lwesiHausa	Hausa language
isihlabathi	sand	noun			isihlabathi solwandle	beach sand
isihlahla	tree	noun			ukutshala isihlahla	plant a tree
isihlakala	wrist	noun			bamba isihlakala sakhe	hold her wrist
